id,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3
FBgn0261399,Pp1-Y1,protein_coding,-8.983380291,3.870553996,618.9016351,8.37E-10,1.08E-08,28.96641327,26.06214846,27.8665823,0.100468916,0.013457835,0.038676028,16.72750123,15.63896109,16.51321751
FBgn0263405,lncRNA:CR43451,ncRNA,-7.592918117,3.166063042,197.7200962,2.24E-06,7.61E-06,25.42419328,30.41754794,23.58332269,0.18658513,0.114391594,0.077352056,0.278791687,0.166879158,0
FBgn0264570,lncRNA:CR43942,ncRNA,-6.748440557,3.694020269,479.1977068,2.52E-09,2.52E-08,35.63981065,38.95272594,39.68363846,0.416228366,0.316259114,0.309408224,0.39495489,0.119199399,0.095728797
FBgn0053300,Muc30E,protein_coding,-6.550101948,4.180869419,261.1690052,8.36E-07,3.22E-06,54.47523297,55.58402957,49.77384688,0.746340518,0.57868689,0.270732196,0.673746577,0.190719038,0.33505079
FBgn0034563,CG15649,protein_coding,-6.504700114,2.112379897,28.15425002,0.001638404,0.002919115,12.35545675,9.536217395,13.08679715,0.114821618,0.114391594,0.174042126,2.857614793,0.166879158,0.119660996
FBgn0286914,lncRNA:CR46414,ncRNA,-6.197137924,3.335585182,2115.084275,2.98E-16,3.99E-12,12.25874084,13.06619842,11.19065061,0.165056076,0.168222933,0.154704112,19.21339377,17.28391279,18.18847146
FBgn0265368,lncRNA:CR44309,ncRNA,-5.975137491,2.974965338,411.5749656,1.38E-09,1.61E-08,19.22228594,21.91749412,23.07542629,0.452110122,0.269156693,0.270732196,2.462659903,1.239673745,1.483796356
FBgn0265444,lncRNA:CR44344,ncRNA,-5.963835424,3.632713417,436.8162114,2.17E-09,2.25E-08,18.58154307,29.50431901,21.39936818,0.495168228,0.235512106,0.38676028,14.70626149,12.73049576,13.95247218
FBgn0265585,lncRNA:CR44412,ncRNA,-5.814461755,4.063402432,176.1034056,4.38E-06,1.38E-05,50.77584964,45.6263219,45.01655063,1.284566853,0.780554409,0.29007021,2.021239731,1.811830858,2.297491131
FBgn0266380,lncRNA:CR45022,ncRNA,-5.760687626,1.070107432,277.4289953,3.38E-10,5.70E-09,5.150121892,6.585785494,6.382564718,0.121997969,0.074018091,0.154704112,0,0.047679759,0
FBgn0058053,lncRNA:CR40053,ncRNA,-5.752172872,3.301568166,309.6730169,3.66E-08,2.13E-07,25.66598304,34.7905095,24.95464296,0.775045923,0.363361535,0.406098295,0.487885452,0.286078556,0.502576185
FBgn0264431,lncRNA:CR43849,ncRNA,-5.661458499,2.963764723,137.9536099,7.00E-06,2.08E-05,19.94765522,22.49704325,25.1747314,0.688929709,0.20186752,0.444774323,0.418187531,0.143039278,0.191457594
FBgn0085336,CG34307,protein_coding,-5.555785097,2.300828706,203.140266,1.89E-07,8.83E-07,12.95993115,14.62922484,14.15337959,0.430581068,0.17495185,0.270732196,0.696979218,0.333758316,0.239321993
FBgn0262604,lncRNA:CR43130,ncRNA,-5.345496476,3.607056136,615.7169216,1.29E-11,7.08E-10,33.16146561,40.28744513,30.49071368,1.033394564,0.726723071,0.773520561,1.208097311,0.691356512,0.765830377
FBgn0040725,CG13946,protein_coding,-5.308236829,4.191923994,105.5209275,3.33E-05,8.45E-05,45.00916386,57.76172931,50.53569147,2.066789127,1.042982185,0.599478435,1.57981956,3.480622437,1.938508142
FBgn0264429,lncRNA:CR43847,ncRNA,-5.264158527,4.003528413,409.8937032,4.95E-09,4.25E-08,42.80887704,46.38149197,49.57068832,1.715147922,0.874759252,0.966900701,0.604048655,0.476797594,0.382915189
FBgn0040629,CAH5,protein_coding,-5.250064787,4.2649036,125.4622234,1.78E-05,4.83E-05,59.15386483,46.59223711,51.92394162,1.944791158,1.285223208,0.773520561,2.230333497,5.602371731,2.967592712
FBgn0264369,lncRNA:CR43821,ncRNA,-5.075503326,3.017727798,807.7325425,1.88E-13,8.77E-11,20.80600886,22.02286669,21.07770046,0.69610606,0.531584468,0.676830491,1.695982763,2.717746287,2.297491131
FBgn0264705,lncRNA:CR43974,ncRNA,-5.060883777,3.692743442,424.109266,1.06E-09,1.31E-08,35.796974,36.93308505,36.12836368,1.442446578,0.794012244,1.005576729,1.254562592,1.59727194,0.885491374
FBgn0052457,CG32457,protein_coding,-5.051895535,5.814478672,78.09086338,9.72E-05,0.00022287,145.3277354,137.8975672,162.1205298,7.664343013,2.967452539,2.475265795,9.246590955,22.45716668,15.91491253
FBgn0036679,CG13022,protein_coding,-5.047577755,2.237493843,871.745193,1.13E-13,6.49E-11,12.99619961,14.71703532,11.29222989,0.38034661,0.444108543,0.328746238,0.604048655,0.548317233,0.67010158
FBgn0264697,lncRNA:CR43966,ncRNA,-5.011683715,1.275795026,80.04139427,1.77E-05,4.79E-05,6.661307893,6.585785494,7.229058713,0.200937832,0.181680768,0.270732196,0.209093765,0,0
FBgn0032110,CG3748,protein_coding,-4.985531701,7.110529069,158.1363751,9.76E-06,2.82E-05,293.2547107,350.9960237,308.6825,15.90279412,6.903869171,6.961685049,86.84361053,99.45997814,74.62059737
FBgn0053301,CG33301,protein_coding,-4.963082763,1.578644446,74.06376194,4.00E-05,9.97E-05,5.10176394,8.359557054,10.61503469,0.236819587,0.27588561,0.251394182,1.208097311,0.262238677,0.33505079
FBgn0031276,CG12506,protein_coding,-4.850701244,5.473810574,107.7175367,3.50E-05,8.83E-05,130.2158754,111.8529808,114.4290582,6.451539671,3.317356239,2.301223669,6.830396334,14.16088855,9.883998305
FBgn0037889,scpr-A,protein_coding,-4.809504859,7.661974848,125.7646267,2.15E-05,5.72E-05,512.0502647,508.9846272,500.0578623,27.38495594,13.87502752,12.60838514,56.26945551,113.954625,77.2292071
FBgn0035875,Cpr66Cb,protein_coding,-4.807212542,1.364779355,68.70863594,4.33E-05,0.000106758,7.59219847,6.076484749,7.787744749,0.394699312,0.080747008,0.309408224,0.046465281,0.286078556,0.119660996
FBgn0264914,lncRNA:CR44105,ncRNA,-4.776072387,2.908231973,483.5562018,2.16E-11,9.68E-10,24.97688223,20.31934351,18.74137704,1.040570915,0.666162815,0.580140421,0.185861125,0.238398797,0.143593196
FBgn0262009,CG42827,protein_coding,-4.739654144,4.893416624,118.0739731,2.46E-05,6.44E-05,81.61613355,78.50256309,79.77359404,4.743568101,2.294560806,1.721083248,4.576830196,8.272438258,5.480473637
FBgn0031277,CG13947,protein_coding,-4.723827815,3.098302746,140.1551727,4.34E-06,1.37E-05,23.57450162,21.84724575,20.89147178,1.306095907,0.605602559,0.522126379,1.881843888,3.623661716,2.417152128
FBgn0262144,CG42870,protein_coding,-4.696549804,1.984269882,83.06121823,2.84E-05,7.33E-05,11.4971031,8.183936107,11.44459881,0.6315189,0.282614527,0.232056168,0.511118093,1.62111182,0.765830377
FBgn0284414,lncRNA:CR46328,ncRNA,-4.689135511,1.318351868,368.4972398,3.34E-11,1.23E-09,6.806381749,6.550661305,7.042830034,0.258348641,0.309530197,0.19338014,0.418187531,0.238398797,0.191457594
FBgn0262355,lncRNA:CR43053,ncRNA,-4.621520299,1.671305308,641.008132,8.72E-13,1.81E-10,7.785630278,9.448406922,9.311433939,0.351641206,0.370090453,0.348084252,0.232326406,0.143039278,0.239321993
FBgn0266419,lncRNA:CR45059,ncRNA,-4.569739918,1.345319697,202.5175789,4.85E-09,4.19E-08,6.081012469,6.673595967,6.670372676,0.409052015,0.235512106,0.116028084,0.743444499,1.025114827,0.622237181
FBgn0051677,CG31677,protein_coding,-4.557361244,4.011787883,505.706176,1.09E-10,2.66E-09,45.54110133,45.59119771,43.66216023,2.547604653,1.762976338,1.314984954,1.347493154,1.239673745,1.579525153
FBgn0263130,lncRNA:CR43372,ncRNA,-4.525350085,1.705113937,219.6861047,5.53E-09,4.58E-08,8.559357511,8.991792461,9.531522378,0.602813495,0.316259114,0.19338014,0.185861125,0.286078556,0.191457594
FBgn0267816,lncRNA:CR46141,ncRNA,-4.512871678,1.38067326,213.6847055,2.71E-09,2.68E-08,6.177728373,6.339916169,9.006696101,0.394699312,0.195138602,0.367422266,0.139395844,0.286078556,0.119660996
FBgn0265103,asRNA:CR44205,ncRNA,-4.503864117,1.624070195,201.9395483,9.86E-09,7.21E-08,7.604287958,8.148811918,7.804674629,0.559755389,0.195138602,0.251394182,0.859607702,1.001274948,1.00515237
FBgn0265306,lncRNA:CR44279,ncRNA,-4.466171156,4.090573807,178.894417,1.97E-06,6.79E-06,42.9539509,41.46410547,37.211876,2.849011401,1.392885885,1.140942827,8.758705503,9.202193567,8.089083359
FBgn0264943,lncRNA:CR44112,ncRNA,-4.463469739,3.17523851,148.2907202,2.60E-06,8.68E-06,21.78525739,26.41339035,23.26165497,1.571620899,0.645976063,1.005576729,1.510121638,2.836945685,1.866711544
FBgn0267646,lncRNA:CR45984,ncRNA,-4.460423593,1.676286013,280.7673008,3.57E-10,5.91E-09,8.704431367,9.395720638,8.126342347,0.495168228,0.356632618,0.309408224,0.139395844,0.429117835,0.33505079
FBgn0267582,lncRNA:CR45922,ncRNA,-4.443278065,2.097502369,180.3280174,9.53E-08,4.88E-07,9.429800648,12.83789119,10.36108649,0.667400656,0.423921791,0.367422266,2.114170294,1.096634467,0.933355772
FBgn0262990,lncRNA:CR43298,ncRNA,-4.430586789,1.575742464,433.1744764,1.16E-11,6.68E-10,8.607715463,8.236622391,7.245988593,0.416228366,0.262427776,0.464112337,0.418187531,0.381438075,0.33505079
FBgn0266225,lncRNA:CR44920,ncRNA,-4.399795977,1.883991689,163.1175483,1.47E-07,7.10E-07,10.25188583,9.606465774,10.76740361,0.731987816,0.27588561,0.425436309,0.325256968,0.119199399,0.191457594
FBgn0265793,lncRNA:CR44582,ncRNA,-4.351706227,3.956001751,1548.091242,2.42E-15,1.21E-11,32.31520145,29.62725368,33.9274793,1.636208059,1.567837736,1.469689066,13.93958435,13.30265288,11.91823524
FBgn0265978,lncRNA:CR44757,ncRNA,-4.345701844,1.35170324,440.2381909,1.04E-11,6.19E-10,6.504144549,7.481452321,6.941250755,0.308583099,0.316259114,0.425436309,0.255559047,0.143039278,0.167525395
FBgn0265138,Gr22c,protein_coding,-4.34065144,1.154431031,270.7268326,2.48E-10,4.58E-09,4.509379028,7.78000793,6.12861652,0.387522961,0.262427776,0.232056168,0.092930562,0.143039278,0.143593196
FBgn0037431,CG17917,protein_coding,-4.315479132,3.957782744,191.4327244,8.99E-07,3.43E-06,39.07322525,39.18103317,44.25470603,2.569133707,1.466903976,2.127181543,2.276798778,4.91101522,3.541965494
FBgn0085303,CG34274,protein_coding,-4.263268035,3.822781441,541.2439502,1.23E-11,6.96E-10,37.19935461,37.63556884,43.72987975,2.411253982,1.709145,2.049829487,0.929305624,0.524477354,0.574372783
FBgn0264476,lncRNA:CR43884,ncRNA,-4.253454714,1.211681866,200.2116162,2.77E-09,2.72E-08,7.59219847,4.513458325,6.12861652,0.452110122,0.269156693,0.19338014,0.325256968,0.500637474,0.358982989
FBgn0265822,lncRNA:CR44611,ncRNA,-4.25259993,2.385132934,210.1102198,3.10E-08,1.86E-07,14.04798507,13.82136849,12.69740992,0.94727835,0.450837461,0.734844533,1.672750123,0.83439579,1.388067559
FBgn0250817,lncRNA:CR40465,ncRNA,-4.20127685,3.063442286,234.8231347,3.78E-08,2.19E-07,22.93375875,18.10651958,18.7752368,1.442446578,0.894946004,0.870210631,2.625288387,4.767975941,4.499253466
FBgn0265065,asRNA:CR44176,ncRNA,-4.195160651,3.217885731,600.883043,1.34E-12,2.27E-10,20.60048757,25.53528562,22.71989881,1.44962293,0.95550626,1.372998996,3.9495489,3.742861114,3.135118107
FBgn0029535,CG14635,protein_coding,-4.183195689,1.77310658,260.2548741,6.46E-10,9.00E-09,9.756216824,7.534138605,8.126342347,0.667400656,0.403735039,0.270732196,1.301027873,1.048954707,1.268406562
FBgn0037879,scpr-C,protein_coding,-4.181770672,9.389770193,103.4294636,3.52E-05,8.89E-05,1680.608086,1736.434546,1689.720522,136.9247797,83.6808158,60.21857567,150.4778131,304.6259829,194.2097972
FBgn0265980,lncRNA:CR44759,ncRNA,-4.175209587,2.348433932,741.2850624,3.32E-13,1.10E-10,12.5005306,13.57549916,13.76399235,0.832456732,0.693078484,0.657492477,1.324260514,1.072794587,1.00515237
FBgn0260718,CR42545,pseudogene,-4.171047027,3.201978945,597.2805843,1.39E-12,2.31E-10,23.40524879,23.12927865,23.29551473,1.542915494,1.083355689,1.237632898,3.647524573,2.550867129,2.536813124
FBgn0262843,CG43207,protein_coding,-4.164927805,3.383653521,92.25067339,3.15E-05,8.05E-05,25.58135663,30.8566003,25.20859116,2.332314119,1.433259389,0.638154463,2.323264059,3.075344482,2.034236939
FBgn0063083,lncRNA:CR33948,ncRNA,-4.154799646,1.008403838,249.0453394,4.25E-10,6.59E-09,4.992958548,5.057883259,5.891598202,0.208114183,0.309530197,0.406098295,0.325256968,0.190719038,0.358982989
FBgn0037057,CG10512,protein_coding,-4.144155539,5.221933431,857.3708375,1.35E-12,2.28E-10,97.93694237,105.6711235,94.65495846,6.939531549,4.542019192,5.356629885,6.249580319,7.31884307,6.7010158
FBgn0266726,lncRNA:CR45199,ncRNA,-4.129510323,1.046089482,231.4175813,6.81E-10,9.33E-09,5.295195748,5.233504206,5.840808562,0.38034661,0.20186752,0.367422266,0.185861125,0.309918436,0.382915189
FBgn0266701,lncRNA:CR45191,ncRNA,-4.127005126,1.662876737,245.437848,8.37E-10,1.08E-08,7.483393078,8.236622391,8.668098503,0.44493377,0.592144724,0.309408224,1.16163203,0.595996993,0.646169381
FBgn0266684,lncRNA:CR45174,ncRNA,-4.104370043,2.793808083,890.3455205,9.81E-14,6.11E-11,17.02199912,17.4040358,17.55628545,1.169745235,0.935319508,0.889548645,2.276798778,2.217108813,2.584677523
FBgn0266692,asRNA:CR45182,ncRNA,-4.093919422,1.012105516,302.6831673,1.20E-10,2.83E-09,4.944600596,5.496935626,5.332912165,0.416228366,0.235512106,0.251394182,0.325256968,0.405277955,0.382915189
FBgn0264261,lncRNA:CR43761,ncRNA,-4.07896414,1.576384053,499.8397009,4.52E-12,3.83E-10,6.782202773,8.622988473,8.938976582,0.523873633,0.457566378,0.444774323,0.232326406,0.238398797,0.167525395
FBgn0032381,Mal-B1,protein_coding,-4.076474424,2.943522131,105.6149252,1.18E-05,3.35E-05,24.73509247,16.84204877,18.84295632,1.241508747,1.076626771,1.276308926,0.975770905,2.670066527,1.00515237
FBgn0051526,lncRNA:CR31526,ncRNA,-4.039419578,1.956181686,504.4858641,4.25E-12,3.83E-10,9.96173812,12.03003484,9.853190096,0.782222274,0.598873642,0.522126379,0.255559047,0.190719038,0.215389794
FBgn0265455,CG44355,protein_coding,-4.029524887,3.996412094,289.8190052,1.92E-08,1.25E-07,41.90216544,48.38357076,43.272773,2.90642221,2.355121062,2.939378132,0.650513937,0.190719038,0.430779587
FBgn0266389,lncRNA:CR45029,ncRNA,-4.027603322,2.003829125,119.8501225,1.42E-06,5.09E-06,10.13099095,12.41640092,10.12406817,0.975983755,0.497939882,0.483450351,0.464652812,0.381438075,0.119660996
FBgn0265876,lncRNA:CR44665,ncRNA,-4.026950556,2.045790446,156.8959304,1.63E-07,7.77E-07,8.124135943,12.4866493,11.98635496,0.717635114,0.558500138,0.734844533,1.208097311,0.476797594,0.526508384
FBgn0264940,lncRNA:CR44109,ncRNA,-4.023805368,2.630499907,413.1447236,2.13E-11,9.61E-10,15.69215544,16.89473505,17.9287428,1.248685098,0.935319508,0.889548645,0.418187531,0.762876151,0.430779587
FBgn0264886,lncRNA:CR44077,ncRNA,-4.014746774,1.47370244,283.9465109,1.82E-10,3.73E-09,6.564591989,3.810974539,4.774226129,0.38034661,0.296072362,0.232056168,2.834382152,3.051504603,3.159050306
FBgn0266229,lncRNA:CR44924,ncRNA,-4.009333933,1.10885171,314.7408725,9.35E-11,2.41E-09,6.177728373,5.409125152,5.569930484,0.416228366,0.309530197,0.328746238,0.348489609,0.190719038,0.191457594
FBgn0036072,CG6628,protein_coding,-4.003846197,7.102155379,431.7289007,9.18E-09,6.80E-08,357.6916817,338.9659889,363.5861005,26.58838096,19.80320368,19.57007019,28.62261321,46.05864759,35.15640075
FBgn0262892,lncRNA:CR43247,ncRNA,-3.993764439,2.211396977,209.5697476,1.17E-08,8.29E-08,10.79591279,12.8203291,10.27643709,1.054923617,0.504668799,0.522126379,2.090937653,1.883350497,1.435931957
FBgn0034489,ppk6,protein_coding,-3.962003857,2.593835196,610.8678041,1.20E-12,2.12E-10,17.89244225,11.83685179,14.99987358,0.940101999,0.962235177,0.966900701,1.998007091,2.240948692,2.058169139
FBgn0263777,CG43694,protein_coding,-3.946011211,3.100187158,670.8283671,6.45E-13,1.51E-10,20.92690374,19.30074202,19.89260887,1.614679006,1.13045811,1.121604813,4.298038509,3.981259911,4.642846662
FBgn0264468,asRNA:CR43876,ncRNA,-3.94493398,2.663891303,258.2859691,3.68E-09,3.38E-08,16.90110424,16.94742134,17.59014521,1.542915494,1.036253267,0.676830491,0.743444499,0.524477354,0.502576185
FBgn0267935,lncRNA:CR46215,ncRNA,-3.925466907,2.380550178,335.3887678,1.04E-10,2.58E-09,12.04113006,15.20877397,14.96601382,1.097981724,0.733451988,0.947562687,0.534350734,0.286078556,0.574372783
FBgn0266968,lncRNA:CR45419,ncRNA,-3.921831511,1.826163369,471.2031624,6.66E-12,4.82E-10,9.683679896,9.55377949,9.24371442,0.660224305,0.565229055,0.657492477,0.278791687,0.476797594,0.287186391
FBgn0264485,lncRNA:CR43893,ncRNA,-3.895497122,2.477892326,679.3568346,5.93E-13,1.47E-10,13.66112145,16.68398992,15.42312058,1.026218212,1.096813523,0.928224673,0.325256968,0.214558917,0.239321993
FBgn0267213,lncRNA:CR45653,ncRNA,-3.870663931,2.662511667,345.6242566,1.18E-10,2.80E-09,16.28454035,16.0868787,17.62400496,1.406564823,0.726723071,1.314984954,1.022236186,0.977435068,1.053016769
FBgn0267621,lncRNA:CR45959,ncRNA,-3.835902082,1.324905406,347.812652,4.88E-11,1.52E-09,5.815043733,5.865739613,7.58458619,0.545402686,0.410463957,0.367422266,0.557583374,0.572157113,0.454711786
FBgn0262789,CR43170,pseudogene,-3.827966121,1.203860624,195.8836637,1.97E-09,2.11E-08,6.226086325,4.952510691,5.485281084,0.487991877,0.336445866,0.328746238,0.627281296,1.287353504,0.67010158
FBgn0001216,Hsc70-1,protein_coding,-3.773800799,7.363272866,293.8639646,1.79E-07,8.40E-07,397.1880391,450.9770285,379.0092211,40.64685284,22.6091622,26.31903709,57.33815698,55.73763876,51.62175386
FBgn0038386,CG5478,protein_coding,-3.755875707,5.249984528,554.5800294,1.42E-10,3.11E-09,81.04792762,95.60804328,75.71042287,7.484934235,5.140892833,6.033460376,22.0942412,27.58274082,21.63470815
FBgn0051296,CG31296,protein_coding,-3.743101164,4.01434743,75.67081782,7.60E-05,0.000177801,34.37041441,36.7750262,38.73556519,4.219694468,2.341663228,1.48902708,6.133417116,12.18217853,8.974574732
FBgn0267592,CCY,protein_coding,-3.737934587,5.610712906,1074.239024,4.19E-14,4.18E-11,121.0520434,138.4946784,133.1365755,11.3673402,9.904966297,8.005937806,5.622299023,5.72157113,5.887321024
FBgn0262839,CG43203,protein_coding,-3.732989511,4.466640281,598.0413914,8.58E-12,5.58E-10,50.94510247,56.67287944,59.32229913,5.0521512,4.266133582,3.113420258,6.551604647,6.794365717,5.839456626
FBgn0265921,lncRNA:CR44710,ncRNA,-3.731355154,1.549477057,418.3640031,1.46E-11,7.72E-10,6.806381749,7.007275766,6.467214118,0.531049984,0.430650709,0.580140421,1.347493154,1.716471339,1.244474363
FBgn0266248,lncRNA:CR44943,ncRNA,-3.723296918,3.32282175,470.0020819,9.26E-12,5.70E-10,22.03913664,24.44643575,26.64763095,2.404077631,1.540922067,1.547041122,3.9495489,3.695181355,3.446236697
FBgn0267802,lncRNA:CR46127,ncRNA,-3.721458589,2.745857044,264.1247553,1.96E-09,2.09E-08,17.17916246,17.82552607,17.01452929,1.758206028,1.02952435,1.121604813,1.324260514,1.692631459,0.933355772
FBgn0267149,lncRNA:CR45589,ncRNA,-3.710392692,1.277738798,77.33273566,6.87E-06,2.05E-05,5.379822164,5.865739613,6.771951956,0.387522961,0.208596437,0.889548645,0.696979218,0.595996993,0.765830377
FBgn0266158,lncRNA:CR44864,ncRNA,-3.696807183,3.121785442,487.1519098,5.35E-12,4.17E-10,20.05646061,21.89993203,17.55628545,1.406564823,1.40634372,1.817773318,5.668764304,4.481897385,3.829151886
FBgn0266003,lncRNA:CR44777,ncRNA,-3.696293479,3.190171282,865.361733,1.19E-13,6.57E-11,24.21524448,22.70778838,26.73228035,1.987849265,1.662042578,2.049829487,0.76667714,0.762876151,0.67010158
FBgn0036109,Cpr67Fa2,protein_coding,-3.695208462,1.652392363,339.9408167,5.66E-11,1.70E-09,7.77354079,8.833733609,8.058622827,0.69610606,0.699807401,0.464112337,0.557583374,0.405277955,0.33505079
FBgn0264568,lncRNA:CR43940,ncRNA,-3.693783578,3.322654876,498.6365124,4.59E-12,3.84E-10,20.31033986,21.56625223,18.92760572,1.873027647,1.143915945,1.701745234,7.713236676,8.677716213,8.136947757
FBgn0262351,CG43049,protein_coding,-3.692883035,4.639648223,184.3453483,1.66E-06,5.83E-06,55.84134512,60.16773627,60.59204012,5.016269444,2.725211515,6.091474418,10.77994523,11.70538094,11.15240487
FBgn0037888,scpr-B,protein_coding,-3.658627256,7.382629635,70.40203252,0.000124253,0.000278416,345.3724935,320.1394234,357.6775724,41.07025755,23.82709623,15.60577732,90.53760038,181.4214846,126.1705546
FBgn0053773,CG33773,protein_coding,-3.645842187,3.862941972,492.2401953,1.07E-11,6.32E-10,35.54309475,34.82563369,38.73556519,3.042772882,2.631006673,3.055406216,5.134413571,4.505737265,3.039389309
FBgn0264840,lncRNA:CR44048,ncRNA,-3.6432905,4.169828552,1290.507999,8.21E-15,2.46E-11,37.17517563,40.76162168,41.69829417,3.394414087,2.933807952,3.248786356,11.52338973,10.17962864,10.91308287
FBgn0266769,lncRNA:CR45234,ncRNA,-3.639238051,3.749414532,444.4439029,2.47E-11,1.04E-09,30.247899,30.76878983,30.304485,2.985362073,1.870639015,2.475265795,6.737465771,8.892275131,6.533490405
FBgn0050101,Vajk4,protein_coding,-3.639128973,2.249645536,117.4080091,1.43E-06,5.14E-06,10.83218126,18.21189215,8.617308864,1.191274289,0.915132756,0.889548645,0.371722249,0.83439579,0.478643986
FBgn0265792,lncRNA:CR44581,ncRNA,-3.634049748,1.337984968,358.1383232,4.03E-11,1.38E-09,5.657880389,5.690118667,7.990903308,0.509520931,0.565229055,0.464112337,0.487885452,0.500637474,0.502576185
FBgn0262974,lncRNA:CR43285,ncRNA,-3.630491888,2.85852951,435.5795243,1.12E-11,6.53E-10,18.87169078,19.45880087,17.06531893,1.908909402,1.170831614,1.372998996,1.765680685,1.740311219,1.435931957
FBgn0040801,CG13053,protein_coding,-3.629679409,1.544283733,355.1633331,4.25E-11,1.42E-09,6.806381749,7.604386984,8.498799705,0.552579037,0.733451988,0.541464393,0.441420171,0.333758316,0.287186391
FBgn0051816,CG31816,protein_coding,-3.623868914,6.157589618,315.3593323,7.07E-08,3.77E-07,150.9130788,152.6497267,184.5864804,16.49125491,10.56440019,12.49235706,36.66110685,45.89176844,31.99735045
FBgn0267400,lncRNA:CR45762,ncRNA,-3.597726272,2.109889879,97.24814059,4.61E-06,1.44E-05,11.4971031,12.52177349,9.937839495,1.141039831,0.995879764,0.599478435,0.464652812,0.905915429,0.239321993
FBgn0032315,CG14069,protein_coding,-3.592906794,1.278923675,216.1037473,1.06E-09,1.31E-08,5.113853428,4.864700218,5.722299403,0.581284442,0.27588561,0.444774323,1.57981956,1.740311219,1.411999758
FBgn0028935,CG7653,protein_coding,-3.586097935,7.04325194,570.1244275,1.24E-10,2.90E-09,253.6495479,291.1092809,275.1274781,26.86825865,17.19238376,24.28854561,96.83364598,106.9695402,94.98689897
FBgn0030050,CG12111,protein_coding,-3.584207789,5.887723547,77.27584685,9.18E-05,0.000211348,143.8528178,136.1413577,137.2674661,17.09406841,10.56440019,6.768304909,19.23662641,37.3570915,24.21938568
FBgn0263647,CG43638,protein_coding,-3.581757872,6.722562013,750.9035416,2.99E-12,3.33E-10,213.3915529,218.6832026,230.1109275,22.4260973,15.18043748,17.6556068,79.73442251,82.9389415,70.2649371
FBgn0265039,lncRNA:CR44156,ncRNA,-3.569112381,2.671849305,543.4184982,2.60E-12,3.07E-10,15.98230315,15.59514005,13.69627283,1.528562792,1.056440019,1.218294884,2.509125184,2.860785565,2.560745324
FBgn0267128,lncRNA:CR45568,ncRNA,-3.5412665,1.066455326,139.405432,2.49E-08,1.55E-07,4.79952674,5.707680761,5.231332886,0.638695251,0.450837461,0.19338014,0.418187531,0.548317233,0.478643986
FBgn0265537,lncRNA:CR44387,ncRNA,-3.539168365,1.260290135,70.33920749,1.12E-05,3.18E-05,6.189817861,5.707680761,6.297915319,0.731987816,0.397006122,0.406098295,0.882840342,0.262238677,0.239321993
FBgn0039760,CG9682,protein_coding,-3.535394541,5.662326161,828.9460642,6.21E-13,1.50E-10,113.1455183,141.1114305,121.7596962,12.00603545,9.716556612,10.69392176,17.93559854,15.37672241,13.64135359
FBgn0264829,CG44037,protein_coding,-3.521121569,2.088141448,247.8823885,6.91E-10,9.45E-09,10.61457047,10.8358124,11.80012628,1.234332395,0.645976063,1.024914743,0.39495489,0.595996993,0.622237181
FBgn0265576,CG44403,protein_coding,-3.505978726,7.083625695,608.3387829,3.95E-11,1.36E-09,286.4120604,329.7458892,324.4272883,34.05178614,26.43791615,22.064674,66.65444586,69.20717079,61.45788777
FBgn0265897,lncRNA:CR44686,ncRNA,-3.501606411,2.778116332,580.9340872,1.67E-12,2.57E-10,17.20334144,18.91437594,16.08338589,1.672089815,1.567837736,1.334322968,1.417191076,1.764151098,1.292338761
FBgn0264980,lncRNA:CR44131,ncRNA,-3.494318446,4.825630387,600.1816469,1.37E-11,7.37E-10,71.66648492,76.34242545,70.73303818,8.188216646,5.847429152,5.259939815,5.366739977,5.292453295,5.959117622
FBgn0265153,lncRNA:CR44222,ncRNA,-3.463712124,2.147950657,89.82379959,6.94E-06,2.07E-05,8.474731095,13.10132261,11.7831964,1.284566853,0.901674921,0.792858575,1.231329951,1.478072542,0.478643986
FBgn0031255,BBS8,protein_coding,-3.453648052,1.96666003,262.3166232,3.04E-10,5.28E-09,9.985917096,9.097165029,10.81819325,1.004689159,1.076626771,0.580140421,0.859607702,0.667516632,0.574372783
FBgn0262944,lncRNA:CR43263,ncRNA,-3.448554679,4.307280053,224.7331468,1.27E-07,6.28E-07,39.13367269,59.30719364,55.54693592,5.49708497,4.165199822,4.409067198,4.158642666,3.099184362,2.393219929
FBgn0263616,lncRNA:CR43625,ncRNA,-3.435948799,1.575280742,312.7175901,9.75E-11,2.48E-09,6.576681477,7.727321646,7.296778232,0.767869572,0.699807401,0.483450351,1.16163203,0.905915429,0.861559174
FBgn0267471,lncRNA:CR45821,ncRNA,-3.431688882,3.416410126,450.9696882,8.89E-12,5.68E-10,24.91643479,24.90305021,28.34061893,2.834658699,2.449325905,1.895125374,3.089941199,4.148139069,3.087253708
FBgn0020377,Sr-CII,protein_coding,-3.431205977,3.846081396,954.8647953,6.15E-14,5.11E-11,36.90920689,37.96924863,34.16449762,3.308297874,3.169320058,3.654884651,3.53136137,2.884625445,3.326575701
FBgn0266226,lncRNA:CR44921,ncRNA,-3.429991757,2.456326323,581.8170958,1.66E-12,2.57E-10,13.25007886,14.50629018,13.45925451,1.370683067,1.076626771,1.39233701,1.440423717,1.263513624,1.196609964
