id,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3
FBgn0033574,Spn47C,protein_coding,-2.036887007,7.75386817,322.5037785,2.25E-10,4.29E-09,345.2395091,359.1623977,355.8830052,102.7294665,70.90933073,84.71983944,190.5773508,215.226434,218.1898609
FBgn0033862,CG6209,protein_coding,-2.036790841,9.20428229,216.9376541,7.39E-09,5.76E-08,981.7389633,1003.568337,1090.893741,290.2475217,266.949608,192.1038313,448.8313836,552.0839343,482.3774088
FBgn0051693,CG31693,protein_coding,-2.034983052,6.931310058,276.7172599,1.07E-09,1.32E-08,167.9834359,181.8203659,180.8280471,49.38764852,33.69168903,46.48858571,135.8412495,155.5552151,147.0872968
FBgn0052086,CG32086,protein_coding,-2.033425112,6.575586248,612.4244965,1.18E-12,2.12E-10,198.8599883,206.2141154,200.856095,53.11935111,46.52373436,48.34503506,31.06204047,37.64317006,35.22819735
FBgn0028369,kirre,protein_coding,-2.03187129,3.527853107,416.7076704,1.49E-11,7.82E-10,20.15317651,22.9887819,20.75603274,5.346381596,4.87173614,5.414643927,7.899097801,7.938679943,8.232676555
FBgn0050284,CG30284,protein_coding,-2.030076692,5.721313601,566.0734759,1.99E-12,2.77E-10,81.44688072,90.09354556,83.63360665,23.37337565,20.4357219,18.56449346,53.22597959,51.58949969,52.48331303
FBgn0030725,CG8958,protein_coding,-2.028270253,5.695913762,231.7688539,6.76E-09,5.39E-08,100.2097661,101.5440313,113.7180032,26.01427287,21.73440295,29.72252756,20.86291125,28.91777408,23.4056909
FBgn0028561,sut3,protein_coding,-2.027911382,5.966155096,241.5567629,4.91E-09,4.23E-08,116.5426644,121.354074,99.39532483,31.59747405,22.40056576,28.75562685,41.98138155,51.97093776,48.46270355
FBgn0042189,CG17376,protein_coding,-2.026223703,9.17327972,165.8194244,1.13E-07,5.67E-07,1211.789831,1104.603067,1073.659123,357.166996,259.7496664,214.9807019,310.016356,346.8940896,316.7665898
FBgn0032530,CG9263,protein_coding,-2.025992251,3.708740086,186.5332295,2.76E-09,2.71E-08,17.61438403,18.12408168,18.0980416,4.564159323,3.525952676,5.182587759,16.10021993,20.16853823,14.62257376
FBgn0261996,CG42814,protein_coding,-2.025767071,5.330267721,202.9754082,1.86E-08,1.21E-07,65.86353068,77.71226883,60.62589988,19.97178521,13.46456356,16.70804412,35.56917274,39.26428188,32.85890962
FBgn0003965,v,protein_coding,-2.024648357,1.338684281,83.05688034,3.83E-07,1.62E-06,5.150121892,5.953550087,5.620720123,1.463975632,1.184289449,1.469689066,0.650513937,0.262238677,0.478643986
FBgn0051639,CG31639,protein_coding,-2.024232744,8.942179641,280.1173597,5.29E-10,7.76E-09,813.1389635,887.5004532,803.8645569,251.1579371,172.697663,191.7364091,412.1702767,469.2165124,425.4187745
FBgn0053110,CG33110,protein_coding,-2.024086375,2.752656595,66.82139196,8.55E-06,2.50E-05,14.02380609,14.82240789,13.08679715,3.308297874,2.9136212,4.138335001,3.810153057,1.6449517,2.465016526
FBgn0265551,lncRNA:CR44401,ncRNA,-2.022264262,3.618062573,264.6708501,2.87E-10,5.07E-09,19.97183419,16.77180039,19.62173079,4.908624177,4.434356515,4.525095282,15.19414695,13.87480999,11.29599806
FBgn0085460,CG34431,protein_coding,-2.021402199,5.038572414,296.9562571,2.57E-10,4.71E-09,47.04019785,59.13157269,58.52659478,15.63009277,13.29634063,11.52545636,31.87518289,30.34816687,28.40752055
FBgn0265156,lncRNA:CR44225,ncRNA,-2.021165722,3.035357232,166.0094241,5.62E-09,4.65E-08,14.57992254,17.49184627,15.72785842,4.456514056,2.940536869,4.409067198,4.483899634,5.125574137,4.283863672
FBgn0266395,lncRNA:CR45035,ncRNA,-2.021136729,4.232863608,170.2810774,1.71E-08,1.12E-07,26.29463642,27.5724886,31.28641804,7.025647762,5.497525451,8.547402199,20.30532788,24.41203682,18.47565785
FBgn0032219,CG4995,protein_coding,-2.019129263,7.167312143,432.568762,1.17E-11,6.70E-10,228.926545,238.8971735,246.7699293,62.56342921,48.86539759,64.99506514,128.1977108,138.7004201,135.7434344
FBgn0037413,Osi5,protein_coding,-2.016615388,3.222012835,249.7604345,4.17E-10,6.51E-09,16.91319373,18.15920587,17.42084641,4.585688376,3.673988857,4.737813436,6.923326896,5.888450288,5.432609238
FBgn0040031,CG12061,protein_coding,-2.016380651,5.111399995,259.698746,1.08E-09,1.33E-08,60.18147131,61.69563851,66.58521761,17.41700421,12.67728023,16.53400199,21.67605367,28.53633601,25.63138544
FBgn0031372,CG7295,protein_coding,-2.015027792,7.593300715,527.1245638,3.18E-12,3.40E-10,271.7837799,269.8767085,262.1253303,75.86120786,58.53485178,64.43426273,237.5305174,252.9888035,245.1614495
FBgn0262882,CG43237,protein_coding,-2.014622751,4.384715604,294.6587958,1.43E-10,3.14E-09,43.53424632,38.65417033,47.28515453,11.75486316,9.427213167,10.86796388,7.643538754,9.869710199,8.471998547
FBgn0052106,CG32106,protein_coding,-2.010039111,8.517903227,515.5513946,3.68E-12,3.58E-10,548.6693238,644.7044946,644.7914055,164.2738539,142.7068785,149.3281443,312.8042729,357.6220355,334.1174342
FBgn0264474,lncRNA:CR43882,ncRNA,-2.009509469,2.304640859,110.1448514,7.91E-08,4.16E-07,10.01009607,9.957707667,11.32608965,2.389724928,2.153253543,3.287462384,1.16163203,1.811830858,1.914575943
FBgn0034774,CG13526,protein_coding,-2.008789228,4.546583457,122.8982886,7.60E-07,2.96E-06,35.26503652,39.65520972,38.10915963,11.50369087,7.273959624,9.301584746,20.83967861,28.63169553,19.79192881
FBgn0051700,CR31700,pseudogene,-2.007910919,1.070668189,96.59415825,1.57E-07,7.49E-07,5.065495476,4.653955082,4.384838891,1.442446578,1.103542441,0.928224673,0.209093765,0.286078556,0.167525395
FBgn0051913,CG31913,protein_coding,-2.007612524,7.204554577,231.0036341,6.97E-09,5.49E-08,212.1705146,256.2836472,211.2510413,69.58907697,49.96894003,49.31193576,156.3789038,169.5492245,153.0942788
FBgn0032090,CG9582,protein_coding,-2.007218177,5.865965684,253.5900752,2.46E-09,2.48E-08,87.02013469,92.65761138,79.94289284,24.36371211,17.40098019,22.87687059,58.68565013,74.07050625,68.06317477
FBgn0033628,CG13203,protein_coding,-2.00688367,2.853865003,234.0683257,6.33E-10,8.86E-09,14.5194751,15.78832309,13.05293739,3.53794111,3.256795983,4.022306917,3.693989854,3.027664723,3.781287487
FBgn0087002,apolpp,protein_coding,-2.00609581,5.601449649,95.98707912,1.04E-05,2.98E-05,70.34873073,80.46951769,89.33897618,21.90940002,15.6178171,22.35474421,58.2674626,37.85772898,40.82833198
FBgn0267062,lncRNA:CR45506,ncRNA,-2.005692555,3.532517759,211.2625002,1.22E-09,1.47E-08,21.76107842,23.86688663,22.68603905,5.992253199,6.022381002,4.95053159,7.178885943,6.436767521,4.858236455
FBgn0264992,lncRNA:CR44143,ncRNA,-2.005653247,2.017400713,167.2588196,5.36E-09,4.48E-08,7.120708438,6.972151576,8.600378984,1.880203998,1.614940157,2.185195585,2.904080074,2.527027249,2.417152128
FBgn0265593,lncRNA:CR44420,ncRNA,-2.002948477,4.689655339,177.1258169,3.42E-08,2.01E-07,42.78469807,37.35457532,37.78749191,12.50120368,9.191701061,7.599839512,27.08925893,30.15744783,27.85707997
FBgn0031920,CG6441,protein_coding,-2.001280768,8.612657029,338.1322853,8.36E-11,2.23E-09,578.5545382,657.4018891,611.2025238,174.4212144,125.6558021,161.375727,381.5031911,425.7325718,407.2303031
FBgn0004174,Mst84Dc,protein_coding,-2.00057326,8.191122803,98.68648403,9.40E-06,2.73E-05,548.8023082,427.320887,447.5752346,131.291344,89.60226305,135.134042,231.3738676,337.6680562,281.5862568
FBgn0051826,CG31826,protein_coding,-2.000484486,5.234855703,513.1198711,3.80E-12,3.64E-10,69.98604609,73.90129429,68.17662631,19.82825819,16.19650399,16.94010029,22.8376857,24.84115466,25.91857183
FBgn0051244,CG31244,protein_coding,-2.000454246,7.546839809,380.5875138,3.37E-11,1.23E-09,263.9497917,276.2341868,262.4977877,76.32049433,56.28066447,68.03113334,210.6271196,248.0062686,221.2292502
FBgn0050222,CG30222,protein_coding,-2.000422622,6.698590147,523.7148184,3.32E-12,3.40E-10,193.1658394,199.4000227,222.3231827,51.5046721,45.4538365,56.83442322,54.85226444,54.73636381,56.16887173
FBgn0039832,CG15563,protein_coding,-1.998212488,2.444109251,166.9261944,5.43E-09,4.52E-08,5.549074996,5.057883259,7.296778232,1.463975632,1.621669074,1.372998996,8.201122129,9.130673928,9.860066106
FBgn0034013,unc-5,protein_coding,-1.99570603,5.056194075,418.1921457,1.46E-11,7.72E-10,63.50608051,74.65646436,63.50397947,19.16803388,15.08623263,16.28260781,15.96082409,15.40056229,15.43626854
FBgn0265342,CG44296,protein_coding,-1.995006668,6.2511304,133.8190959,1.10E-06,4.09E-06,143.1516275,180.6261435,133.475173,48.56954449,33.43599017,32.5458776,40.1227703,38.52524561,34.62989237
FBgn0052161,CG32161,protein_coding,-1.991588738,5.803786169,234.8751736,5.47E-09,4.54E-08,85.03745866,86.65137501,86.39317708,24.70817696,16.92322706,23.34098293,52.29667397,64.82063292,62.70236213
FBgn0051128,CG31128,protein_coding,-1.991295206,7.596955921,404.8526355,1.81E-11,8.91E-10,323.6718625,386.8226968,347.2995561,100.5980902,80.29617039,85.08726171,136.654392,151.7885141,129.9997065
FBgn0038512,CG14330,protein_coding,-1.988948528,2.696731328,264.3644323,2.89E-10,5.09E-09,11.94441415,12.22321788,13.61162343,3.394414087,2.752127184,3.384152454,3.693989854,3.432942678,3.589829893
FBgn0038210,CG3199,protein_coding,-1.988502293,6.778450159,557.2506725,2.20E-12,2.82E-10,182.5875374,186.2987001,203.1754886,51.73431534,43.32749863,49.11855562,87.81938143,97.33822885,86.49096822
FBgn0035429,CG12017,protein_coding,-1.987666493,4.387542063,190.0486937,7.69E-09,5.94E-08,42.26485008,55.97039565,46.94655693,13.39107122,12.76475616,10.36517552,1.603052201,1.907190377,2.393219929
FBgn0262821,CG43192,protein_coding,-1.986586997,2.188680773,128.2733434,2.80E-08,1.71E-07,9.006668567,9.746962531,10.64889445,2.827482348,1.796620925,2.823350048,1.068701467,1.287353504,1.316270961
FBgn0261041,stj,protein_coding,-1.985883408,4.027575186,18.92664556,0.004160154,0.006857492,16.50215113,50.29783908,37.70284251,9.996657133,8.18909238,8.141303904,7.550608192,4.171978949,3.829151886
FBgn0000180,bib,protein_coding,-1.985697745,2.663683555,299.5553694,1.29E-10,2.94E-09,10.51785457,10.67775355,10.63196457,2.762895187,2.705024763,2.552617851,6.27281296,5.69773125,5.145422847
FBgn0032331,CG14913,protein_coding,-1.984758928,1.707663575,60.78163785,4.23E-06,1.34E-05,3.832367699,6.884341103,6.856601355,1.815616837,1.413072637,1.160280841,2.973777996,1.859510617,2.488948726
FBgn0051538,CG31538,protein_coding,-1.984320193,11.29462547,259.1404015,3.29E-10,5.59E-09,3352.475473,4142.617135,3567.024113,1032.231995,791.1457251,972.4313732,2694.149933,3230.256021,2825.961956
FBgn0267097,lncRNA:CR45537,ncRNA,-1.983672106,3.328021352,346.8545619,4.97E-11,1.54E-09,12.47635163,13.83893058,14.59355646,3.624057324,3.324085157,3.384152454,13.73049059,13.54105167,12.18148944
FBgn0260967,CG42590,protein_coding,-1.981681037,3.354640776,272.9225711,2.36E-10,4.43E-09,19.34318082,17.3864737,22.29665181,5.188501871,4.710242125,5.04722166,6.528372006,5.864610408,5.36081264
FBgn0051627,CG31627,protein_coding,-1.977622446,5.419139337,344.3946664,6.11E-11,1.78E-09,76.35720627,87.42410717,90.30397933,23.20114322,17.71723931,23.66972917,21.53665783,22.6717256,21.85009795
FBgn0023083,fray,protein_coding,-1.977244863,6.921751309,565.2528794,2.00E-12,2.77E-10,179.5409864,198.8731598,167.4873017,49.69623162,46.57083678,42.27289866,140.1160554,133.4079668,133.3502144
FBgn0265064,lncRNA:CR44175,ncRNA,-1.977182136,3.227775,94.68919722,7.62E-07,2.97E-06,15.40200772,14.73459741,22.24586217,4.427808651,5.45042303,3.345476426,6.66776785,6.603646679,5.145422847
FBgn0000045,Act79B,protein_coding,-1.975098707,1.703069188,128.9573909,2.71E-08,1.66E-07,5.682059365,6.497975021,6.280985439,1.743853326,1.177560531,1.798435304,2.137402934,1.859510617,1.890643744
FBgn0034882,Eglp1,protein_coding,-1.973724206,6.27253654,224.9703807,7.95E-09,6.07E-08,161.0561593,158.6910873,158.2097276,48.49778098,32.33917665,40.86122363,28.3902868,35.90285884,31.30331667
FBgn0050384,CG30384,protein_coding,-1.971067266,7.2123894,358.1314313,5.34E-11,1.63E-09,208.5557577,244.0428673,218.8186976,67.25676285,51.15995839,52.73476424,157.2617442,174.2695207,160.7525826
FBgn0038266,CG3610,protein_coding,-1.963942091,8.243968225,434.2657299,1.14E-11,6.63E-10,496.5636305,546.989,466.3335416,146.3042706,114.1426245,126.5479638,265.223825,285.3633601,280.9879518
FBgn0264563,CG43935,protein_coding,-1.963592922,6.907197679,403.0729022,1.86E-11,8.97E-10,168.7450736,155.86359,188.7850906,43.87621085,38.20679255,49.69869604,141.626177,147.6880548,145.9864156
FBgn0037164,CG11438,protein_coding,-1.962490489,5.030438933,826.8779057,1.61E-13,7.90E-11,56.07104539,56.16357869,54.68351204,14.59669821,14.65558193,13.53660982,27.80947079,28.44097649,28.07246976
FBgn0267794,lncRNA:CR43174,ncRNA,-1.961507226,5.487927311,376.7875697,2.89E-11,1.15E-09,76.98585965,77.50152369,75.98130094,19.79955278,17.03761866,22.45143428,42.469267,36.52269571,35.06067195
FBgn0051960,CG31960,protein_coding,-1.961061309,6.01442956,229.513386,5.93E-09,4.85E-08,74.16900894,88.9871336,76.50612722,22.59832973,17.58266096,21.40718152,110.6570671,81.10327076,89.24317114
FBgn0036596,CG13045,protein_coding,-1.959503277,1.057856722,82.34353812,4.03E-07,1.70E-06,2.925656098,3.354360078,3.250536939,1.097981724,0.632518228,0.696168505,2.509125184,2.217108813,2.129965736
FBgn0267827,lncRNA:CR46148,ncRNA,-1.958196892,1.45776008,97.55597269,1.48E-07,7.11E-07,5.258927284,4.320275284,6.07782688,1.39221212,1.567837736,1.024914743,1.55658692,1.835670737,1.34020316
FBgn0034820,CG13538,protein_coding,-1.957815919,5.885324895,392.0405272,2.23E-11,9.87E-10,81.04792762,76.37754964,84.95413729,23.34467025,17.24621509,21.85195585,74.01919292,76.69289302,76.75056311
FBgn0264708,lncRNA:CR43977,ncRNA,-1.956418464,1.358135795,84.55292842,3.45E-07,1.49E-06,6.395339157,6.076484749,4.334049252,1.607502655,1.460175059,1.237632898,0.302024328,0.572157113,0.430779587
FBgn0038008,CG3942,protein_coding,-1.956400645,7.695831951,386.7777437,2.44E-11,1.04E-09,268.3261864,280.4842137,271.893871,76.84436797,58.35989993,76.3851554,263.6904707,299.3812094,271.0321569
FBgn0030721,CG12698,protein_coding,-1.955742239,7.480963492,315.9423584,2.06E-10,4.02E-09,300.5809404,357.546685,314.5233086,98.222718,78.55338081,73.79386152,131.4735131,136.1018732,116.7891325
FBgn0263114,CG43371,protein_coding,-1.953899062,5.30941423,106.9989008,3.78E-06,1.21E-05,61.51131499,66.73595967,63.09766235,20.25166291,17.59611879,11.29340019,36.89343326,43.57930011,35.89829893
FBgn0085327,CG34298,protein_coding,-1.953464146,5.467693798,313.1378303,1.60E-10,3.37E-09,83.3811988,79.27529525,84.83562813,24.52159183,19.52058915,19.80212636,28.59938057,33.08975303,24.93735166
FBgn0036222,SdhAL,protein_coding,-1.951677128,7.517106122,361.7985702,4.74E-11,1.50E-09,264.9532192,258.6369679,239.8117486,74.27523426,54.34273628,68.8046539,221.9181829,222.4975973,243.6297887
FBgn0034833,CG13539,protein_coding,-1.949382945,6.097942643,300.9741148,3.04E-10,5.28E-09,97.23575206,104.1256592,99.46304435,28.63364103,20.79235452,28.56224671,72.95049146,84.72693248,80.17286761
FBgn0260776,CG42570,protein_coding,-1.948675888,7.153356022,308.6127769,2.40E-10,4.48E-09,273.4642188,286.9470645,297.1024622,82.1118097,64.30826284,75.74700093,57.01290001,76.57369362,67.48880199
FBgn0264985,lncRNA:CR44136,ncRNA,-1.948637928,2.138029588,184.079769,2.93E-09,2.85E-08,6.697576357,8.412243338,7.787744749,2.117023585,1.904283602,1.895125374,3.484896089,4.05277955,3.159050306
FBgn0261584,CG42694,protein_coding,-1.943948842,3.187613836,246.2864179,4.57E-10,6.97E-09,15.71633441,18.26457844,18.4366392,4.980387689,3.822025038,4.834503506,5.134413571,5.459332453,5.049694049
FBgn0262969,lncRNA:CR43280,ncRNA,-1.936645623,2.987276811,142.8452909,1.44E-08,9.72E-08,13.57649503,16.38543431,18.182691,4.535453918,4.468001101,3.519518552,4.135410025,3.361423039,2.752202918
FBgn0031235,CG13693,protein_coding,-1.936508886,7.191890221,456.8145849,8.17E-12,5.48E-10,211.8199194,219.4734968,219.2419446,62.40554948,49.1816567,58.40080235,154.8455495,179.1805359,161.4944808
FBgn0031345,CG18132,protein_coding,-1.936354119,5.971030844,303.2675794,2.51E-10,4.63E-09,63.43354359,54.75861112,66.31433953,16.0965556,13.63951541,18.62250751,102.1771533,115.742616,114.5155736
FBgn0034031,CG12963,protein_coding,-1.935959812,5.548160689,519.4988816,3.50E-12,3.45E-10,82.59538208,82.69990371,81.43272227,24.00489455,19.02937818,21.44585755,34.77926296,36.92797367,38.02826467
FBgn0053062,CG33062,protein_coding,-1.935099955,1.480881791,120.2978357,4.15E-08,2.37E-07,5.851312197,4.495896231,6.010107361,1.64338441,1.439988307,1.160280841,1.277795233,1.454232662,1.364135359
FBgn0037500,CG17944,protein_coding,-1.935064715,6.499306651,325.1016512,1.26E-10,2.92E-09,135.1725654,140.5494435,126.8217303,40.7544981,28.98817582,35.54326978,100.713497,108.8290509,96.97327151
FBgn0266140,lncRNA:CR44846,ncRNA,-1.932848683,1.868520763,124.4711657,3.36E-08,1.99E-07,7.47130359,7.428766037,7.804674629,2.02373102,1.668771496,2.281885655,0.999003545,1.573432061,1.148745566
FBgn0031208,CR11023,pseudogene,-1.93216069,5.528649915,134.003191,7.16E-07,2.81E-06,64.3281657,99.64732505,85.00492693,21.07694329,21.7142162,22.45143428,40.65712103,29.03697348,31.39904546
FBgn0250845,CG1288,protein_coding,-1.92524858,9.429230651,314.7141106,9.35E-11,2.41E-09,1290.250608,1353.897001,1231.056216,401.7680184,310.6741127,307.7258172,399.8802099,477.0359929,432.1197903
FBgn0266390,lncRNA:CR45030,ncRNA,-1.92401414,5.142712496,239.5747776,1.74E-09,1.91E-08,61.48713602,65.06756068,58.06948802,20.18707575,14.84399161,13.49793379,27.20542213,28.58401577,28.81436794
FBgn0037462,sunz,protein_coding,-1.923759095,5.734290957,136.2198287,7.04E-07,2.77E-06,99.29096502,100.2971226,89.01730846,29.9899714,19.5004024,26.62844531,31.20143631,42.57802516,40.3736202
FBgn0037974,CG12224,protein_coding,-1.921941835,1.402707942,109.465275,7.37E-08,3.91E-07,4.569826468,5.057883259,5.112823727,1.557268197,1.184289449,1.121604813,1.649517482,1.335033264,1.938508142
FBgn0032360,CG14926,protein_coding,-1.920995559,9.079005142,298.7476518,1.71E-10,3.54E-09,1078.491136,1176.994021,1067.445857,340.5752722,264.0629024,272.7433498,217.9918667,251.1531327,197.3927797
FBgn0266682,lncRNA:CR45172,ncRNA,-1.920663286,2.047584315,211.1376156,1.22E-09,1.47E-08,8.257120311,7.463890227,7.262918473,2.188787097,1.816807677,2.069167501,2.694986309,2.47934749,2.68040632
FBgn0030357,Sclp,protein_coding,-1.919669247,2.025681074,105.694198,9.11E-08,4.71E-07,6.745934309,7.463890227,7.973973428,1.987849265,1.520735315,2.397913739,2.276798778,3.409102798,2.704338519
FBgn0037827,CG4073,protein_coding,-1.919646236,5.869954261,194.4304312,2.70E-08,1.66E-07,79.02898312,97.5047495,74.55919103,26.36591407,18.28246836,21.69725174,64.19178595,72.13947599,72.80175023
FBgn0261686,CG42733,protein_coding,-1.916630644,6.655431818,291.5295245,3.70E-10,6.04E-09,152.279191,157.6197995,157.6341117,47.58638438,41.58470904,34.47967901,100.1326809,119.6046765,96.37496653
FBgn0032025,CG7778,protein_coding,-1.913429583,4.297015663,368.4908248,3.34E-11,1.23E-09,34.84190444,34.75538531,40.42855318,9.60195782,10.57112911,8.992176521,13.14967457,12.84969516,11.41565906
FBgn0260481,CG32454,protein_coding,-1.913322576,6.052895228,278.7361933,5.46E-10,7.93E-09,97.01814128,107.3746467,98.88742843,27.84424241,22.02374639,30.78611833,64.07562275,78.2424852,71.38975047
FBgn0036881,Cpr76Bd,protein_coding,-1.912719859,2.499357593,229.9137424,7.10E-10,9.64E-09,9.308905767,10.97630916,8.803537543,2.762895187,2.456054822,2.494603809,4.390969072,4.88717534,4.69071106
FBgn0050325,CG30325,protein_coding,-1.912492277,5.180591696,521.2884318,3.42E-12,3.41E-10,59.7946077,62.0644425,71.85041025,17.76864541,16.37818476,17.30752255,26.25288387,26.29538732,28.50324935
FBgn0039491,CG6059,protein_coding,-1.911143355,8.800465375,381.6487557,2.66E-11,1.08E-09,714.6217257,823.9081084,697.0878044,220.9670278,175.5103505,197.9245735,365.3100407,404.2766801,413.1176241
FBgn0039645,CG11898,protein_coding,-1.909925929,1.36409992,53.20106286,6.55E-06,1.97E-05,5.186390356,5.479373531,4.706506609,1.57879725,1.036253267,1.48902708,0.604048655,1.191993985,1.507728555
FBgn0013300,ProtA,protein_coding,-1.907277112,6.727301298,543.286993,2.61E-12,3.07E-10,194.0846405,195.3080546,223.2035365,56.33435642,52.80181422,54.16577728,57.59371602,64.58223413,55.13978716
FBgn0011244,Hsp60B,protein_coding,-1.9061922,10.68983468,269.0581614,2.58E-10,4.73E-09,2575.097215,2994.460073,2359.805168,821.2544477,660.5980002,633.4940014,1547.1777,1669.506776,1604.917216
FBgn0053309,CG33309,protein_coding,-1.904839787,7.000521072,449.9112179,9.03E-12,5.68E-10,204.8805533,250.7164632,235.8332269,65.85019803,55.80291134,63.00324969,97.32153144,89.68562746,89.12351014
FBgn0030539,CG1368,protein_coding,-1.900913926,2.330553653,148.938656,1.11E-08,7.93E-08,8.087867478,9.711838342,9.12520526,2.856187752,2.072506535,2.262547641,3.206104402,4.219658708,3.541965494
FBgn0267861,Maf1,protein_coding,-1.900601614,5.041566036,525.5012216,3.25E-12,3.40E-10,56.30074566,51.84330341,61.18458592,14.08000093,15.18716639,16.1279037,28.18119304,26.96290395,26.42114801
FBgn0053710,CG33710,protein_coding,-1.900068747,3.175829253,256.9149526,3.48E-10,5.81E-09,18.65408,18.94950013,17.82716352,5.360734299,4.138284152,5.375967899,3.461663448,3.671341475,3.398372299
FBgn0036680,Cpr73D,protein_coding,-1.898507493,2.064597765,172.9859928,4.34E-09,3.85E-08,8.317567751,9.448406922,7.347567872,2.303608715,2.429139153,1.97247743,1.858611247,1.883350497,1.627389551
FBgn0052845,CG32845,protein_coding,-1.897917781,5.017831344,294.9950555,1.79E-10,3.67E-09,60.42326107,67.35063299,66.19583037,19.16085753,16.25706425,16.59201603,17.93559854,13.278813,13.92853998
FBgn0031214,CG11374,protein_coding,-1.897574523,2.514492038,198.5502438,1.81E-09,1.97E-08,10.57830201,10.80068821,10.91977253,3.114536393,2.509886161,3.055406216,3.810153057,3.432942678,2.895796114
FBgn0266972,lncRNA:CR45423,ncRNA,-1.895809841,1.981435707,140.0279331,1.63E-08,1.08E-07,8.112046455,8.939106177,8.431080185,2.195963448,1.857181181,2.842688062,0.813142421,0.858235669,0.957287971
FBgn0033079,Fmo-2,protein_coding,-1.895739497,2.899725114,238.4686926,5.62E-10,8.11E-09,16.36916677,13.85649268,15.69399866,3.911111369,3.714362361,4.75715145,2.834382152,2.813105805,2.704338519
FBgn0030274,Lint-1,protein_coding,-1.893669239,5.149406732,537.4750484,2.80E-12,3.19E-10,67.96710159,66.68327339,61.23537556,18.95274335,16.83575114,16.90142426,21.81544951,24.88883441,23.83647049
FBgn0033499,CG12914,protein_coding,-1.890679934,4.587611641,342.9449892,5.35E-11,1.63E-09,49.97794343,42.30708601,46.77725813,13.54895095,11.94382824,11.9895687,12.17390367,14.99528434,12.25328603
FBgn0265383,lncRNA:CR44324,ncRNA,-1.890387062,3.274967671,307.5448596,1.09E-10,2.66E-09,20.03228163,21.84724575,17.94567268,5.698022802,5.241826593,5.182587759,3.391965526,3.719021234,3.518033295
FBgn0052232,CG32232,protein_coding,-1.889216177,6.173931793,138.4636397,5.76E-07,2.33E-06,95.83337145,101.4386587,106.8614019,28.85610792,20.06563145,33.39675022,92.76793388,79.95895654,90.89449289
FBgn0034007,ND-51L2,protein_coding,-1.887402774,6.275285773,280.9630376,4.78E-10,7.19E-09,100.306482,110.9748761,95.67075126,30.78654637,22.1044934,30.16730188,100.9922886,105.825226,100.6109658
FBgn0033371,CNT1,protein_coding,-1.887380495,7.546691738,234.8824333,3.47E-09,3.24E-08,369.3338587,379.0251268,348.1799098,112.8624743,77.73918181,105.8949648,86.95977373,103.7988362,98.55279666
FBgn0053460,CG33460,protein_coding,-1.886129197,1.078438143,98.61340595,1.38E-07,6.73E-07,3.929083603,3.688039877,4.60492733,1.097981724,0.968964094,1.256970912,1.231329951,0.858235669,1.053016769
FBgn0085245,CG34216,protein_coding,-1.886086517,5.000696553,257.4003436,6.37E-10,8.90E-09,49.86913804,54.89910788,48.7411242,16.4194914,11.39205702,13.71065194,32.92065172,31.73087989,28.45538495
FBgn0050378,CG30378,protein_coding,-1.885161686,8.147039222,304.5526727,2.04E-10,4.01E-09,414.6815282,453.4005976,368.7835736,130.7315886,96.07548151,107.9834703,325.5822252,335.9754247,318.1546573
FBgn0013810,Dhc36C,protein_coding,-1.882970844,8.673080189,194.5095044,1.72E-08,1.13E-07,683.4308467,924.4511003,808.4694842,246.5722487,189.3450045,219.196389,172.2235647,223.0935943,206.4870154
FBgn0267626,lncRNA:CR45964,ncRNA,-1.878749054,1.143135855,92.96454208,1.97E-07,9.13E-07,4.49728954,3.617791498,4.198610213,1.148216182,0.894946004,1.334322968,1.18486467,1.525752301,1.196609964
FBgn0052141,saturn,protein_coding,-1.878420376,7.785599495,378.1316856,2.82E-11,1.13E-09,366.0696969,385.8216574,425.6171804,104.9684881,92.36111915,123.1444733,162.5355536,163.112457,162.0209892
FBgn0039225,Ets96B,protein_coding,-1.875080189,2.892641312,180.0423471,3.37E-09,3.18E-08,13.51604759,14.41847971,12.51118124,4.033109339,2.886705531,4.138335001,4.995017727,4.839495581,5.265083843
FBgn0037171,CG14459,protein_coding,-1.875076316,1.573076477,109.0841067,7.53E-08,3.98E-07,6.081012469,5.391563058,6.17940616,1.729500624,1.78316309,1.256970912,1.045468827,1.525752301,1.316270961
FBgn0011206,bol,protein_coding,-1.874823534,10.18334164,213.8186934,1.87E-09,2.02E-08,2048.116432,2246.156782,2026.92987,696.9385169,574.9321537,451.3105713,783.8460609,816.4205205,819.9171475
FBgn0085474,CG34445,protein_coding,-1.874582836,1.558696757,132.3432862,2.31E-08,1.45E-07,5.138032404,6.550661305,5.925457961,1.865851295,1.413072637,1.508365094,1.324260514,1.168154106,1.220542164
FBgn0261506,CG42654,protein_coding,-1.871300932,2.408636876,237.9346556,5.70E-10,8.19E-09,10.25188583,9.114727124,10.37801637,2.805953294,2.456054822,2.88136409,3.229337042,3.075344482,3.278711302
FBgn0263334,lncRNA:CR43415,ncRNA,-1.870037869,3.97609766,303.9490565,1.17E-10,2.79E-09,30.77983647,32.96405166,29.9658874,9.566076065,8.700490096,7.309769301,7.573840833,7.36652283,6.916405594
