"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1627464_at",-0.119226740695731,5.36876043971059,-1.30032270140856,0.223098256280996,0.296126836651673,-7.00917247926801
"1627465_at",-0.499112165148174,8.15996163174613,-8.19433328989463,1.04991925394466e-05,3.71857030475785e-05,3.23386988718529
"1627466_at",0.0643696571545327,4.18267071855969,0.987559861862432,0.347011225836631,0.428775378279817,-7.35584872630515
"1627467_at",0.475801453586422,8.69600022003169,3.38296379135735,0.00711919739866349,0.0145736691617488,-3.69400687495911
"1627468_at",0.0967439773926717,4.98699171479126,1.48269684656723,0.169434813972546,0.234406058428183,-6.77609170774634
"1627469_at",1.92114346807562,8.80673335099952,20.9327411937813,1.7169822851513e-09,5.48257193905031e-08,12.5022602324297
"1627470_at",-1.04666846793364,8.69702767886093,-12.4382274929732,2.419006695756e-07,1.45224904009249e-06,7.28508725891687
"1627471_at",0.146511115810189,7.04996006871857,2.18613125491839,0.0540915984959587,0.0879423500639452,-5.72525913948192
"1627472_at",0.261178894822546,9.39409304062297,4.1775022615079,0.00195950926530321,0.00449432646690384,-2.35082901995924
"1627473_at",-0.441642585523702,10.298698827053,-6.88168625984123,4.63059386067773e-05,0.000143193504112901,1.63805571966334
"1627474_at",0.143447796173214,4.95344249528565,1.77976988736781,0.105933541608912,0.156982757101579,-6.35714070369894
"1627475_at",0.128269064360872,5.59118633106099,1.85765933919717,0.0933310452267453,0.141120948550924,-6.24056531309901
"1627476_at",0.417361392354061,6.54206471330616,3.88922340627448,0.00310174811809632,0.00683936362235735,-2.83188759918858
"1627477_at",0.0917929618113966,4.49573584292436,1.1421809184599,0.280389609651998,0.359293027865089,-7.19354283288315
"1627478_at",1.39877175119375,10.1420448583123,17.4632082878942,9.79657888744728e-09,1.4208523298512e-07,10.6884127883773
"1627479_at",0.0439440638039938,4.19991391701624,0.614940436860567,0.552537676962328,0.628213693310339,-7.66319098154768
"1627480_at",0.139085054899281,4.4939300857736,1.63782710657328,0.132970496135316,0.191029172434544,-6.56277663582539
"1627481_at",0.0202478909735877,5.09379990052588,0.313803495113406,0.760216562321046,0.810877597894979,-7.81337934625837
"1627482_at",0.0627260688241478,4.67705151842158,0.611166429060458,0.554933805805645,0.630446318644562,-7.66564223931773
