id,gene,logFC,logCPM,F,PValue,FDR,13__13_S13,14__14_S14,15__15_S15,Wyr_34_S2,Wyr_53_S5
ENSG00000174628,IQCK,-2.113956301,4.483340123,23.49955289,0.002462274,0.020856591,5.12908679,4.849399228,5.039196208,2.182864542,3.407685412
ENSG00000172361,CFAP53,-2.113406194,5.387041684,31.57233783,0.001130118,0.014437052,6.245220167,5.697890129,5.736902357,3.368088504,4.156640412
ENSG00000188611,ASAH2,-2.112877405,2.723546424,22.93154647,0.002621807,0.021434355,3.180615181,3.429880281,3.097258863,0.511733341,1.68326748
ENSG00000102468,HTR2A,-2.112276263,2.322136633,40.44511757,0.00053846,0.010872504,2.890988738,2.567409865,3.019253324,0.681448894,0.973207185
ENSG00000140105,WARS1,-2.110420633,6.444524338,19.77785363,0.003808441,0.026459529,6.974874701,6.906664987,7.036239344,3.919415766,5.437524596
ENSG00000265681,RPL17,-2.110406467,4.108847226,38.24598967,0.000637501,0.011452101,4.775620856,4.534199904,4.582720712,2.154307227,2.870512594
ENSG00000205208,C4orf46,-2.110157836,4.635022204,27.79691126,0.001588478,0.016798335,5.339579485,5.069862514,5.058825206,2.464530497,3.50153936
ENSG00000096872,IFT74,-2.103879528,5.871878965,24.95669137,0.002107571,0.019126148,6.540429821,6.25767194,6.386986949,4.790715072,3.568128401
ENSG00000009724,MASP2,-2.103349383,2.461189707,21.82760642,0.002973017,0.023016924,3.074779491,2.982432887,2.867243841,0.212607971,1.46764857
ENSG00000143933,CALM2,-2.103343745,8.279218447,59.17607286,0.000187018,0.008237127,8.906863217,8.720789646,8.789845204,6.361628928,6.984354128
ENSG00000088756,ARHGAP28,-2.101605454,7.084354854,24.82823054,0.002136021,0.019314481,7.841795192,7.298570295,7.645747638,5.993705158,4.793511246
ENSG00000155304,HSPA13,-2.101188743,5.656330708,14.40122785,0.008152776,0.040667199,6.406608413,6.010803191,6.102990197,2.936463056,4.727063312
ENSG00000131966,ACTR10,-2.100676757,4.665047507,27.13014583,0.001693699,0.017323991,5.359033465,5.130297948,5.066602632,2.487606381,3.546271781
ENSG00000102543,CDADC1,-2.100363607,4.53923996,12.45883837,0.011316651,0.049241968,4.943956259,5.06212692,5.17849655,1.680610794,3.662581404
ENSG00000122643,NT5C3A,-2.099645272,3.025013157,51.37892127,0.00027138,0.008970474,3.482097547,3.556410013,3.593508301,1.598197947,1.420369202
ENSG00000136986,DERL1,-2.098945699,4.93754866,13.24841179,0.00986302,0.045439572,5.434327649,5.465480108,5.490343367,2.125173202,4.044175621
ENSG00000171488,LRRC8C,-2.09406015,5.047147553,12.76939892,0.010713162,0.047594414,5.688693986,5.539773501,5.48164361,2.210867536,4.163835304
ENSG00000158258,CLSTN2,-2.093897204,5.523080247,12.4864823,0.011261139,0.049097864,6.555966163,5.026794102,6.169502949,3.238052518,4.449399649
ENSG00000118946,PCDH17,-2.093374445,6.481325058,47.56828827,0.000349725,0.00949858,7.1159119,7.218188431,6.622850026,4.743567204,5.078780371
ENSG00000169629,RGPD8,-2.092854414,7.174847481,12.93448459,0.010409614,0.046829345,7.797922462,7.629522508,7.672750784,4.278170046,6.294049221
ENSG00000124702,KLHDC3,-2.091785495,7.25076047,16.22973749,0.006161147,0.034375783,7.899952055,7.636050543,7.784843462,4.57604907,6.310350721
ENSG00000255568,BRWD1-AS2,-2.087809372,3.834316284,25.36423512,0.002020552,0.01876147,4.686034069,4.209476916,4.104859465,1.758569182,2.702822
ENSG00000164830,OXR1,-2.087342608,6.981481674,28.95085155,0.001425848,0.016014616,7.8091637,7.24917825,7.405505896,4.836370764,5.841374703
ENSG00000236761,CTAGE9,-2.084391231,3.504208627,41.7264164,0.000492961,0.010565687,4.258901452,4.062137195,3.697346794,1.902883447,2.067772016
ENSG00000140481,CCDC33,-2.084159516,4.827843993,26.19573494,0.001857168,0.017988914,5.620476562,5.148676354,5.241690929,2.700085375,3.702654114
ENSG00000032742,IFT88,-2.079199224,6.646606715,36.76527908,0.000746003,0.012061779,7.396474404,7.004759939,7.083002066,5.455352294,4.621274928
ENSG00000102984,ZNF821,-2.079052187,4.418412036,24.3687249,0.002242026,0.019780856,5.170047374,4.583668081,5.007223501,2.291755868,3.30729836
ENSG00000134058,CDK7,-2.078095255,4.2487821,47.01832315,0.000350562,0.00949858,4.986271654,4.578254639,4.717264568,2.850069974,2.579116699
ENSG00000132429,POPDC3,-2.076716634,2.472283119,16.22868062,0.006162102,0.034375783,3.409318574,2.672758787,2.756207417,1.510790582,0.214985955
ENSG00000134352,IL6ST,-2.074741618,7.476310101,83.20828438,6.52E-05,0.006747405,8.13486303,7.932350175,7.925665078,5.822777641,6.028394979
ENSG00000008952,SEC62,-2.07342111,5.86621056,23.11230081,0.002569599,0.021234532,6.188355239,6.431354432,6.528860879,3.565356675,4.821078014
ENSG00000125531,FNDC11,-2.072952692,5.236629748,38.44202585,0.00063662,0.011452101,5.862326403,5.559138727,5.838062365,4.009859922,3.30729836
ENSG00000255650,FAM222A-AS1,-2.071281166,1.787356169,21.04772677,0.003259311,0.024189638,2.740891065,1.61053309,2.308723345,0.31935751,0.421185696
ENSG00000115464,USP34,-2.070624334,8.064054954,22.21727592,0.002842339,0.022409725,8.585896078,8.601443135,8.577305062,5.636605699,7.063424778
ENSG00000105819,PMPCB,-2.070160971,5.648472825,13.60570941,0.009286094,0.043887227,6.218843562,6.177598605,6.116165648,2.885250421,4.765407459
ENSG00000110693,SOX6,-2.069202548,6.315147901,39.39344078,0.00061625,0.011343721,7.05757251,6.626249117,6.798916574,4.374162949,5.090154653
ENSG00000169139,UBE2V2,-2.065545044,5.194927827,37.12087447,0.000704283,0.011909115,5.797262451,5.749376408,5.596226374,4.001868058,3.22714063
ENSG00000051825,MPHOSPH9,-2.064334825,5.96986701,30.09300198,0.001285802,0.015310415,6.742811223,6.255977647,6.435844969,3.902344367,4.825621696
ENSG00000173262,SLC2A14,-2.064287591,7.206806458,18.22084023,0.004661331,0.029346068,8.093360415,7.420805293,7.588151242,4.790715072,6.211395817
ENSG00000068796,KIF2A,-2.063789141,7.094064158,67.25055035,0.00012316,0.007413509,7.772758152,7.615056,7.444827137,5.383355705,5.712375687
ENSG00000156113,KCNMA1,-2.061121209,4.904675854,26.8783898,0.001735813,0.017399081,5.675823336,5.111682397,5.434337547,2.850069974,3.770209716
ENSG00000197056,ZMYM1,-2.058253423,4.50295493,17.87607342,0.004883501,0.030285628,5.162685975,4.970052012,4.924047157,2.065078423,3.546271781
ENSG00000112053,SLC26A8,-2.057357689,6.538700646,41.33050787,0.000539082,0.010872504,7.383075612,7.025792272,6.689844546,5.199918294,4.788865135
ENSG00000198604,BAZ1A,-2.051327485,7.070096531,18.66789682,0.004392664,0.028557406,7.798516295,7.417777605,7.530973125,4.602714957,6.108883079
ENSG00000096746,HNRNPH3,-2.051123425,6.514048411,18.47964,0.004503244,0.028899622,7.05757251,6.946076528,7.097309937,4.02571205,5.562556454
ENSG00000168214,RBPJ,-2.050662076,6.334006436,54.22908349,0.000231963,0.00872083,6.909308988,6.732414428,6.915471157,4.537868898,5.040205092
ENSG00000163584,RPL22L1,-2.046310095,1.921270785,41.32429628,0.000506678,0.010696181,2.305696664,2.567409865,2.385349494,0.681448894,0.321766627
ENSG00000060749,QSER1,-2.039471743,6.545684189,47.92238498,0.000339042,0.009328813,7.177472726,7.029763899,6.980724676,4.674859348,5.316847514
ENSG00000068878,PSME4,-2.034485251,8.104244605,69.58115344,0.000111302,0.007186043,8.848703258,8.454435046,8.536585268,6.477103632,6.69631811
ENSG00000112312,GMNN,-2.034450618,4.130606733,18.47887056,0.004503703,0.028899622,4.939655647,4.482975116,4.464074548,1.832530051,3.156762975
ENSG00000249715,FER1L5,-2.033896389,5.678825829,47.8098107,0.000334129,0.009314166,6.425184879,5.858354105,6.25025914,4.146623567,4.19928118
ENSG00000142621,FHAD1,-2.032067747,6.006097608,57.89360345,0.000191607,0.008360149,6.59477436,6.411705115,6.559498517,4.304399092,4.672618703
ENSG00000165195,PIGA,-2.031742575,3.144183101,41.09998775,0.000514548,0.01075137,3.482097547,3.6828559,3.784811749,1.465017313,1.870811473
ENSG00000167525,PROCA1,-2.031107236,6.179708615,50.67632961,0.000282426,0.009016487,6.948362851,6.432854891,6.665724942,4.548881011,4.788865135
ENSG00000196704,AMZ2,-2.028675399,7.13669694,43.32439979,0.000472401,0.010477556,7.761837614,7.672071508,7.52039353,5.963160917,5.195715881
ENSG00000103540,CCP110,-2.028546078,7.392507019,82.40717013,6.71E-05,0.006747405,8.056101735,7.820448854,7.843737236,5.84974381,5.919965519
ENSG00000078668,VDAC3,-2.028333668,5.872122354,13.5586405,0.009359501,0.044147352,6.505940174,6.38714808,6.265543933,3.182568575,5.012575258
ENSG00000164898,FMC1,-2.027847042,4.320360317,48.35555444,0.000323382,0.009254703,4.931015772,4.60512098,4.945295116,2.758172005,2.905270896
ENSG00000245694,CRNDE,-2.027767217,6.517234659,50.79595239,0.000280504,0.009013428,7.1423501,6.833573625,7.109596339,5.244627711,4.736745313
ENSG00000176273,SLC35G1,-2.027175656,4.374036151,30.53369047,0.001224262,0.014937062,4.973706844,4.789756785,4.898129505,2.36834876,3.26777613
ENSG00000165209,STRBP,-2.025930717,7.270940639,57.48149242,0.000197879,0.008473978,8.059078449,7.56187864,7.698632287,5.897909562,5.621230518
ENSG00000134910,STT3A,-2.024873037,5.81457535,42.55840972,0.000475147,0.010477556,6.293202304,6.322243745,6.377638964,3.927876306,4.621274928
ENSG00000134717,BTF3L4,-2.024872111,5.15569189,34.20938587,0.000893464,0.013094539,5.686129025,5.710316463,5.617560657,3.182568575,4.020590985
ENSG00000244694,PTCHD4,-2.024826029,2.93886334,15.43780178,0.006934496,0.036917699,3.319492353,3.652268152,3.347590895,0.511733341,2.067772016
ENSG00000128408,RIBC2,-2.022553384,4.520872852,18.42250579,0.004537529,0.028994882,5.299866406,4.737289824,5.015283351,2.238337319,3.546271781
ENSG00000110011,DNAJC4,-2.021913897,5.884386724,49.84662973,0.000296242,0.009062311,6.64186112,6.137672553,6.379201174,4.487246957,4.280958427
ENSG00000198734,F5,-2.020111871,3.154873123,40.4474923,0.00053837,0.010872504,3.882383065,3.465503414,3.61488252,1.555156123,1.835202505
ENSG00000179133,C10orf67,-2.020025649,3.215216566,19.59953137,0.003895085,0.026777338,3.943797422,3.417807717,3.765828198,1.034721517,2.241044589
ENSG00000253741,LNCOC1,-2.014678584,3.587912776,37.94731613,0.000644276,0.011523837,4.1588543,4.264442681,3.840308139,1.868135557,2.345981698
ENSG00000196504,PRPF40A,-2.011126241,6.874629702,57.34070864,0.000197071,0.008473978,7.403517822,7.429098822,7.336419024,5.094888345,5.623841651
ENSG00000197050,ZNF420,-2.010000337,4.120347164,14.01712105,0.008675711,0.041981261,4.948244089,4.317390918,4.560860981,1.639992762,3.240813365
ENSG00000269378,ITGB1P1,-2.009590151,2.546821775,17.97835489,0.00481616,0.030022931,2.817891038,3.237239754,3.066560894,0.31935751,1.642644943
ENSG00000169087,HSPBAP1,-2.006904468,4.247123158,14.39698101,0.008158327,0.040682827,4.922323844,4.561891356,4.770614636,1.7201165,3.383235889
ENSG00000109184,DCUN1D4,-2.006063017,5.892844349,27.47411144,0.00163831,0.017058754,6.336372,6.333533725,6.541473199,3.786166423,4.843654661
ENSG00000145348,TBCK,-2.003147739,4.854917424,37.87654801,0.000647656,0.011531015,5.633848243,5.184745369,5.241690929,3.124865159,3.600304741
ENSG00000136478,TEX2,-2.002276976,7.509500979,25.32065496,0.002029628,0.018786716,8.264738582,7.804889396,7.964167409,5.339636308,6.487100608
ENSG00000120333,MRPS14,-2.001895717,3.787712041,21.87852632,0.002955497,0.022957638,4.265789054,4.237221553,4.385416421,1.598197947,2.816752689
ENSG00000167468,GPX4,-2.001813587,8.214276454,30.66915536,0.001222,0.014920277,8.994472438,8.494143058,8.651901034,7.128251918,6.174470013
ENSG00000151458,ANKRD50,-2.001782642,7.245202374,35.86982794,0.000798363,0.012368753,7.737269668,7.672071508,7.862846085,6.150129983,5.226965536
ENSG00000180530,NRIP1,-2.00168676,6.647982755,33.48564873,0.000963545,0.013600463,7.092858458,7.118217786,7.268921697,5.559752731,4.621274928
ENSG00000155189,AGPAT5,-1.99780722,5.960133905,13.51691622,0.009425215,0.044308081,6.511746012,6.477157997,6.42982744,3.3045351,5.123749145
ENSG00000157107,FCHO2,-1.997415317,4.642886896,30.65697302,0.00120969,0.014851502,5.063404109,5.119157467,5.272279507,2.680191561,3.546271781
ENSG00000164938,TP53INP1,-1.997127627,7.160531038,18.03549375,0.004779073,0.029831636,7.733548124,7.566670508,7.716662352,4.714520712,6.254157275
ENSG00000180846,CSNK1G2-AS1,-1.996710142,3.029179155,29.92625334,0.001259707,0.015171092,3.649440194,3.062157744,3.794210667,1.465017313,1.722777448
ENSG00000069667,RORA,-1.994704193,6.859199726,34.07631954,0.000918714,0.0133093,7.307488947,7.5229597,7.273969042,4.854236027,5.767730342
ENSG00000079435,LIPE,-1.993904434,6.253034078,25.89825785,0.00191355,0.0182514,7.036583312,6.591739671,6.625485094,4.175331873,5.202718979
ENSG00000157224,CLDN12,-1.992491509,4.379588088,17.77815116,0.004949141,0.030495263,4.864512801,4.990574181,4.808211862,2.034065489,3.467055653
ENSG00000165480,SKA3,-1.99201429,3.392671803,19.98880088,0.003709195,0.026013841,3.751106959,3.817602928,4.104859465,1.211447914,2.443800827
ENSG00000205572,SERF1B,-1.990469719,4.297622706,37.59072857,0.000661546,0.011534201,4.818410938,4.43586303,5.093498116,2.850069974,2.834896157
ENSG00000143318,CASQ1,-1.989908066,1.923268954,24.2001802,0.002282644,0.019985616,2.72098135,2.166890467,2.308723345,0.097324006,0.906146012
ENSG00000154582,ELOC,-1.988803578,5.124414526,51.94343841,0.000262912,0.008938513,5.748923442,5.488749763,5.656731509,3.767432407,3.546271781
ENSG00000229240,LINC00710,-1.986431066,4.238776612,39.63573834,0.000570069,0.011165797,4.926676354,4.626259541,4.672097689,2.510318971,3.020725667
ENSG00000106477,CEP41,-1.986172247,5.745321525,39.85943236,0.00057157,0.011176149,6.403488946,6.126589092,6.226156172,3.910905317,4.573449397
ENSG00000204962,PCDHA8,-1.985468871,2.673382366,26.98276252,0.001684888,0.017288962,3.505563576,2.692935921,3.213908013,1.096067404,1.420369202
ENSG00000083642,PDS5B,-1.983707815,6.302227562,13.949383,0.008772488,0.042247805,6.872556483,6.772074427,6.794240073,3.689964542,5.466907386
ENSG00000167311,ART5,-1.981073827,3.882741394,15.12148306,0.007279165,0.038082073,4.956781705,3.61044878,4.295618318,2.00237121,2.77976654
ENSG00000162687,KCNT2,-1.98052787,3.142386515,14.11826929,0.008533809,0.041580349,3.711295795,3.453726501,3.756241921,0.681448894,2.320454284
ENSG00000152455,SUV39H2,-1.976553546,5.776171253,56.47431083,0.000206052,0.008515544,6.454117011,6.109802592,6.27396603,4.342869661,4.294132793
ENSG00000257198,FAM205BP,-1.9764599,4.945983613,25.76412843,0.001939709,0.018386257,5.900443966,5.16321235,5.171300985,3.182568575,3.751228735
ENSG00000230797,YY2,-1.976040019,2.637842403,12.65297894,0.010934292,0.048210026,2.977441807,3.152353062,3.268876351,0.097324006,1.870811473
ENSG00000096093,EFHC1,-1.975992581,5.839119972,60.91266452,0.000165025,0.007938631,6.46163527,6.250882796,6.326733547,4.317336934,4.443499457
ENSG00000006125,AP2B1,-1.975787747,8.194941749,16.86847381,0.005618368,0.032596219,8.839499363,8.861416415,8.36390123,5.788345291,7.297310393
ENSG00000137098,SPAG8,-1.975248286,4.285404804,13.99715737,0.008704086,0.042021879,4.809011107,4.867265503,4.697364765,1.758569182,3.455375455
ENSG00000003987,MTMR7,-1.975204601,3.39536488,26.89720999,0.001725946,0.017378239,3.827577759,3.880533145,3.986859946,1.417744047,2.371065266
ENSG00000089063,TMEM230,-1.975049843,4.892181228,30.28857644,0.001251103,0.015100298,5.326462883,5.38405296,5.487449273,2.936463056,3.816597551
ENSG00000179314,WSCD1,-1.970846832,4.428161232,29.8898387,0.00129265,0.015348192,5.220551527,4.652254502,4.876170012,2.618809247,3.281070871
ENSG00000149634,SPATA25,-1.970564677,2.084600747,29.14740634,0.001345342,0.015653792,2.638475572,2.250950405,2.794177059,0.418749591,0.973207185
ENSG00000126804,ZBTB1,-1.970489525,4.46846777,30.48271457,0.001219474,0.014911084,5.015170858,4.994643815,4.91545957,2.532679527,3.395512443
ENSG00000152402,GUCY1A2,-1.970198253,5.453803477,28.84200278,0.001440224,0.016068812,5.761160882,6.124733542,5.978661452,3.475873053,4.389282914
ENSG00000135837,CEP350,-1.969662581,8.889845862,68.35938815,0.000117322,0.007313243,9.624426543,9.314121262,9.230711691,7.386380215,7.474846969
ENSG00000064933,PMS1,-1.969554277,5.365716931,45.76430518,0.000378837,0.009686838,5.918039018,5.690382627,5.997092251,3.689964542,4.112700855
ENSG00000214081,CYP4F30P,-1.966031458,3.437286135,18.2468856,0.004645093,0.029280726,4.403315681,3.72265618,3.549785735,1.465017313,2.419960781
ENSG00000259248,USP3-AS1,-1.965288664,4.071790592,26.00839938,0.001892415,0.018163079,4.696267333,4.43586303,4.588134281,2.065078423,3.052084045
ENSG00000141446,ESCO1,-1.963355249,6.322560625,22.23976983,0.002835029,0.022373057,7.021401841,6.733632403,6.717277861,4.139356332,5.358204994
ENSG00000154813,DPH3,-1.963189822,4.080709328,14.41832725,0.008130476,0.040635144,4.644359324,4.561891356,4.549805641,1.598197947,3.254357736
ENSG00000112339,HBS1L,-1.961513819,5.315933571,12.66382879,0.01091343,0.048143278,5.825507048,5.82674463,5.817468313,2.680191561,4.518381587
ENSG00000180071,ANKRD18A,-1.961145728,6.690945362,50.20327805,0.000290197,0.009036484,7.31331815,7.059207624,7.21395512,4.952877475,5.484254038
ENSG00000154845,PPP4R1,-1.960456212,6.790900738,23.73821363,0.002399059,0.020551191,7.481768367,7.282015979,7.109596339,4.639238068,5.814196696
ENSG00000150768,DLAT,-1.959002911,4.666990898,13.53700375,0.009393502,0.044200504,5.158991141,5.137677429,5.22093219,2.125173202,3.852662975
ENSG00000128596,CCDC136,-1.956905851,8.96076535,70.62742395,0.000106465,0.00717617,9.659335642,9.278263275,9.443896387,7.487857546,7.537812975
ENSG00000166024,R3HCC1L,-1.956349089,5.595056653,25.3842218,0.002016407,0.018754034,6.110147597,6.175807555,6.015290559,3.510083108,4.600214619
ENSG00000155367,PPM1J,-1.955602042,5.096240244,53.67353532,0.000239026,0.008838715,5.678406668,5.477161851,5.64379237,3.699878585,3.621363745
ENSG00000189423,USP32P3,-1.955573421,6.861713741,41.08837656,0.000548004,0.010987511,7.543293293,7.049459664,7.467768697,5.672291235,5.108914752
ENSG00000121316,PLBD1,-1.954995873,2.781924779,13.57396234,0.009335522,0.044071311,3.319492353,3.223434304,3.295594577,0.31935751,2.005059435
ENSG00000128881,TTBK2,-1.95427473,7.254241838,58.91827975,0.000181994,0.008122142,7.937640116,7.673976054,7.656094235,5.594711206,5.99852515
ENSG00000233008,LINC01725,-1.953899448,3.929787935,31.42453841,0.001109541,0.014414245,4.523128603,4.47134054,4.295618318,2.850069974,2.067772016
ENSG00000251022,THAP9-AS1,-1.95233708,4.420998457,16.59397706,0.005843567,0.03330556,5.015170858,4.756590209,4.990967445,2.095438692,3.546271781
ENSG00000078043,PIAS2,-1.951560426,7.380619964,26.74429028,0.001758809,0.017485349,8.091423237,7.757178099,7.790724828,6.383323512,5.294077079
ENSG00000120279,MYCT1,-1.951156201,1.843717473,26.36904973,0.00178046,0.017575112,2.305696664,2.631537685,1.986771724,0.212607971,0.761878883
ENSG00000170802,FOXN2,-1.950820562,4.552427049,12.67943555,0.010883514,0.048061433,4.969494137,5.133992407,5.06271916,1.969964977,3.760750441
ENSG00000108823,SGCA,-1.948792105,1.935730286,35.90185741,0.000752131,0.012109665,2.481659968,2.19545812,2.571773435,0.759363207,0.421185696
ENSG00000158092,NCK1,-1.948524447,4.601122449,45.0545417,0.000396175,0.009892336,4.931015772,5.119157467,5.248544658,3.033737362,3.30729836
ENSG00000176853,FAM91A1,-1.948356755,5.373747059,12.58158893,0.01107288,0.048562812,5.920223388,5.928104935,5.78483712,2.758172005,4.584215145
ENSG00000164070,HSPA4L,-1.948327603,7.889912161,32.49937557,0.00104504,0.013990092,8.638585074,8.258091839,8.259199503,6.829542955,5.934762152
ENSG00000177692,DNAJC28,-1.94824557,3.320632701,32.79624893,0.000966031,0.013600463,4.082890653,3.6828559,3.656703783,2.154307227,1.642644943
ENSG00000127252,PLAAT1,-1.94811306,4.844992881,35.97493673,0.000747885,0.012075979,5.628514434,5.069862514,5.295630188,3.210577259,3.600304741
ENSG00000204116,CHIC1,-1.947398773,4.390883102,14.53889289,0.007975504,0.040163554,4.696267333,5.159592058,4.784828663,3.543500707,2.005059435
ENSG00000113569,NUP155,-1.944853554,8.322225268,23.06318891,0.002583648,0.021283387,9.151934278,8.600442075,8.668605786,7.340378996,6.216594618
ENSG00000127328,RAB3IP,-1.944483166,5.784553441,25.94393534,0.001904747,0.018219084,6.438961923,6.197154781,6.220938441,3.738867201,4.784204014
ENSG00000159289,GOLGA6A,-1.942982826,5.212742933,36.37444666,0.000731388,0.011993971,5.950462293,5.414749584,5.736902357,4.001868058,3.535218032
ENSG00000215559,ANKRD20A11P,-1.940616529,4.594560393,33.10158695,0.000956769,0.013582007,5.323165014,4.910986529,5.027289324,2.832152725,3.455375455
ENSG00000229358,DPY19L1P1,-1.94046248,4.007651331,34.09826185,0.000867727,0.012851676,4.813718678,4.33032982,4.328334425,2.795636525,2.371065266
ENSG00000158636,EMSY,-1.940071951,5.37910341,18.7451401,0.004348328,0.028382036,6.096690654,5.780351922,5.74661757,3.154005343,4.46695681
ENSG00000261404,PSMD7-DT,-1.938637714,3.858863476,35.17734637,0.000795982,0.012368753,4.601444831,4.257685399,4.185643595,2.182864542,2.682927106
ENSG00000122970,IFT81,-1.938084609,6.1154289,42.47261075,0.000469115,0.010477556,6.847524139,6.302681538,6.65802368,4.504319061,4.852587316
ENSG00000135218,CD36,-1.936986253,3.396494699,25.55944209,0.001980545,0.018574512,3.493878271,3.915298008,4.192768156,1.639992762,2.294467033
ENSG00000007062,PROM1,-1.936295493,4.287938943,33.20455217,0.000941324,0.013467496,5.035464374,4.631496139,4.666990733,2.554698796,3.142265881
ENSG00000163006,CCDC138,-1.932480129,4.551026128,49.44926364,0.000303173,0.009142459,5.13662119,4.915286632,5.097299722,3.110071333,3.171115841
ENSG00000169402,RSPH10B2,-1.932173533,5.013039005,19.14020856,0.004130559,0.027665866,5.739058199,5.29445605,5.478731993,4.087434129,2.852814283
ENSG00000147416,ATP6V1B2,-1.928774382,6.76723926,17.04598658,0.005478801,0.032142222,7.387029367,7.265269501,7.150421397,4.404791845,5.91144166
ENSG00000152240,HAUS1,-1.928574562,2.759641887,25.20068237,0.002026338,0.018786716,3.470219831,3.304352295,2.936787781,0.970650804,1.722777448
ENSG00000198520,ARMH1,-1.926741346,3.749643004,29.66033307,0.001301017,0.015369489,4.623061639,3.808384554,4.199857706,2.34326691,2.371065266
ENSG00000164611,PTTG1,-1.924389363,5.427188963,14.81608971,0.007633704,0.039241391,6.146053227,5.794427047,5.819771112,3.033737362,4.594901152
ENSG00000203760,CENPW,-1.923819246,3.154120884,12.86370214,0.010538354,0.047091844,3.711295795,3.317408135,3.867275789,0.759363207,2.371065266
ENSG00000278558,TMEM191B,-1.92214924,4.614265545,44.31290087,0.00041542,0.010075564,5.220551527,4.889291631,5.210439725,3.124865159,3.294244215
ENSG00000215160,OR7E122P,-1.921679127,3.298003587,12.83524914,0.010590697,0.047218203,3.741256686,3.652268152,3.970371485,2.532679527,0.835815006
ENSG00000153130,SCOC,-1.92065881,4.556010557,34.04759543,0.0008713,0.012874942,5.035464374,5.038668116,5.093498116,2.758172005,3.467055653
ENSG00000059728,MXD1,-1.917737795,4.831829597,15.08207749,0.007323673,0.038184321,5.568502927,5.281189876,5.108644803,2.510318971,3.988532802
ENSG00000103534,TMC5,-1.915219902,3.660948317,36.66046516,0.00070955,0.011917378,4.452441181,4.054359955,3.911131035,2.34326691,2.213572745
ENSG00000171320,ESCO2,-1.9127341,3.502262939,26.5188849,0.001782059,0.017575112,3.846078489,3.932371254,4.192768156,1.639992762,2.490330658
ENSG00000189077,TMEM120A,-1.911234525,5.821068121,30.77126263,0.00121113,0.014851502,6.561574516,6.024800291,6.328351831,4.017807759,4.731912435
ENSG00000078403,MLLT10,-1.911067937,7.860150823,12.40482869,0.011426156,0.049496671,8.648500627,8.244058155,8.140324578,5.291275549,7.087271252
ENSG00000091317,CMTM6,-1.911014017,5.926040841,15.47012893,0.006900495,0.036822336,6.324875878,6.686610842,6.226156172,3.597532073,5.082581771
ENSG00000198464,ZNF480,-1.909155843,3.656395546,20.44898936,0.003504226,0.025293265,4.34597314,4.006794964,4.082019056,1.598197947,2.741807178
ENSG00000125454,SLC25A19,-1.908471767,4.219871557,13.24985956,0.009860588,0.045439572,4.770787103,4.770897921,4.604254162,1.758569182,3.443599921
ENSG00000104442,ARMC1,-1.906301799,3.879126499,15.83033036,0.006536102,0.035623557,4.421934321,4.482975116,4.206912587,1.598197947,3.052084045
ENSG00000124596,OARD1,-1.901674034,5.763768457,42.51846112,0.000467335,0.010477556,6.286444645,6.225135108,6.275644565,4.049168362,4.631690905
ENSG00000106462,EZH2,-1.900695285,6.166675358,25.44428599,0.002004018,0.018714727,6.846375919,6.593082334,6.538679974,4.168208175,5.195715881
ENSG00000092208,GEMIN2,-1.898175962,3.226147949,16.35187073,0.006052177,0.033976603,3.926515603,3.380971779,3.794210667,1.096067404,2.371065266
ENSG00000125818,PSMF1,-1.897472946,6.91512631,14.12618718,0.00852283,0.041576288,7.555289576,7.26947438,7.403204331,4.452484462,6.127402763
ENSG00000167210,LOXHD1,-1.896549768,4.842797275,29.81472745,0.001285429,0.015310415,5.59335555,5.133992407,5.251959352,3.757973376,3.082775294
ENSG00000164934,DCAF13,-1.896511756,5.150664625,14.95526388,0.00746937,0.038692166,5.582362761,5.766138125,5.588143973,2.795636525,4.339318131
ENSG00000166562,SEC11C,-1.894885494,3.377825112,20.38393062,0.003532281,0.025408566,3.808836695,3.880533145,3.91974435,1.318280221,2.490330658
ENSG00000122735,DNAI1,-1.893355179,5.622929494,15.05012571,0.007360027,0.038278965,6.357481906,6.069857404,5.895956365,3.3045351,4.798142442
ENSG00000226688,ENTPD1-AS1,-1.893306225,4.852710705,17.61726207,0.005059537,0.030831842,5.415869288,5.30104367,5.328346029,2.639561557,3.996614379
ENSG00000185813,PCYT2,-1.892547134,7.576492874,54.94373123,0.000223274,0.008616022,8.291984446,8.005767126,7.897598258,5.993705158,6.353466307
ENSG00000041357,PSMA4,-1.890358001,5.865515931,32.11956856,0.001074952,0.014229791,6.443525189,6.181174047,6.447805248,4.033573271,4.821078014
ENSG00000175395,ZNF25,-1.890176305,4.176574599,22.16609247,0.002859066,0.02249532,4.573960222,4.712795483,4.722196924,2.154307227,3.254357736
ENSG00000171860,C3AR1,-1.889688821,1.527742999,24.79128917,0.002090662,0.019101331,1.594573887,1.982476319,2.334720234,0.097324006,0.421185696
ENSG00000135250,SRPK2,-1.88764625,8.167144485,56.15020234,0.000209549,0.00853673,8.830817055,8.589047916,8.5591577,6.537782127,6.985369741
ENSG00000149289,ZC3H12C,-1.886979053,4.976108371,13.13874173,0.010049566,0.04597171,5.531831565,5.531393878,5.344429881,2.532679527,4.206267035
ENSG00000143479,DYRK3,-1.88658229,6.430818007,52.66502067,0.000252586,0.008938513,7.081192106,6.992602347,6.679738028,4.981607482,5.108914752
