id,gene,logFC,logCPM,F,PValue,FDR,13__13_S13,14__14_S14,15__15_S15,Wyr_34_S2,Wyr_53_S5
ENSG00000186118,TEX38,-6.601579879,6.103733996,276.8166209,1.62E-06,0.006744288,6.947292176,6.580953142,6.93153105,0.097324006,0.683947989
ENSG00000228075,BOD1L2,-6.533452034,8.130424381,53.81104427,0.000255135,0.008938513,9.066009443,8.560162485,8.898961169,0.511733341,3.156762975
ENSG00000186143,PRR30,-6.329343369,5.989816477,224.4754141,3.38E-06,0.006744288,7.04961259,6.292800056,6.699880757,0.418749591,0.683947989
ENSG00000152503,TRIM36,-6.199294847,7.163907084,83.63926084,7.03E-05,0.006747405,8.077789668,7.657385855,7.895962238,0.511733341,2.419960781
ENSG00000140932,CMTM2,-6.128874278,7.263370679,89.35088152,5.77E-05,0.006747405,8.21489451,7.817580104,7.89432436,0.759363207,2.55742717
ENSG00000124449,IRGC,-5.980127468,5.784957836,235.1658339,2.65E-06,0.006744288,6.660273778,6.343141025,6.494678822,0.970650804,0.321766627
ENSG00000124678,TCP11,-5.451548148,7.916883222,23.73892366,0.002398874,0.020551191,8.876530364,8.518725921,8.464094352,0.31935751,4.105245705
ENSG00000165309,ARMC3,-5.316723645,5.487113372,92.13262151,5.27E-05,0.006747405,6.394089871,6.121015266,6.056881284,0.097324006,1.557798476
ENSG00000177673,TEX44,-5.17647389,5.314335386,130.4542724,1.85E-05,0.006744288,6.342900317,5.707839744,5.945302682,0.511733341,1.320891865
ENSG00000225630,MTND2P28,-5.170114584,8.53950527,37.05062138,0.000730271,0.011993971,9.316661579,9.125657314,9.299359074,2.210867536,4.88342312
ENSG00000196911,KPNA5,-5.15232697,5.326199543,83.57933975,7.04E-05,0.006747405,6.294886784,5.919568286,5.847121755,0.097324006,1.557798476
ENSG00000104901,DKKL1,-5.119712371,5.814699121,132.0343468,1.78E-05,0.006744288,6.875936579,6.328705977,6.285674972,1.034721517,1.835202505
ENSG00000168454,TXNDC2,-5.093814605,5.336051128,78.10983091,8.60E-05,0.006926818,6.38936727,5.649669144,5.995055974,1.598197947,0.214985955
ENSG00000205301,MGAT4D,-5.053935086,5.08345765,128.1595063,1.95E-05,0.006744288,5.956860414,5.808366178,5.577296518,0.31935751,1.268456853
ENSG00000164972,C9orf24,-4.959627017,4.69254367,129.5370951,1.84E-05,0.006744288,5.741530841,4.880521492,5.437340058,0.681448894,0.514193064
ENSG00000240204,SMKR1,-4.942536672,5.254393861,78.1584846,8.59E-05,0.006926818,6.151641733,5.700383973,5.986882001,0.212607971,1.68326748
ENSG00000124721,DNAH8,-4.901902992,7.460367194,20.15518631,0.003633306,0.025689101,8.411318082,8.160942337,7.872860991,0.418749591,4.185207161
ENSG00000168594,ADAM29,-4.842825037,5.906284253,65.35713553,0.000145289,0.007665895,6.954770269,6.44777427,6.347630971,2.417241012,0.835815006
ENSG00000137473,TTC29,-4.804086687,5.710410815,55.93645063,0.000228225,0.008667927,6.440484616,6.414745561,6.379201174,0.418749591,2.345981698
ENSG00000122644,ARL4A,-4.740358286,5.863166799,85.12423245,6.67E-05,0.006747405,6.670690741,6.44182502,6.56774254,1.034721517,2.419960781
ENSG00000145491,ROPN1L,-4.69234244,6.638566625,28.75369499,0.001452027,0.016132219,7.660951203,7.122873139,7.165890401,0.681448894,3.490136128
ENSG00000170777,TPD52L3,-4.631553886,6.345508543,63.30349323,0.000159465,0.007822147,7.419819959,6.769701578,6.849381785,1.510790582,3.020725667
ENSG00000121058,COIL,-4.623484905,7.084779421,20.89104367,0.003321165,0.02451891,8.016324524,7.5229597,7.76645735,0.599085301,4.059687203
ENSG00000106013,ANKRD7,-4.615786477,8.450636062,39.47986238,0.000612508,0.011343721,9.408215989,9.046765441,8.949521557,3.017973653,5.2676059
ENSG00000155542,SETD9,-4.569929393,4.574254105,160.4097787,8.72E-06,0.006744288,5.455568097,5.115424773,5.210439725,0.599085301,1.03728911
ENSG00000092850,TEKT2,-4.563998298,5.344608946,110.4055429,3.06E-05,0.006744288,6.253906281,5.754185375,6.066609588,1.034721517,1.939496423
ENSG00000042813,ZPBP,-4.549340025,5.58421056,35.91503346,0.000795606,0.012368753,6.616490596,6.077551768,6.072415238,0.212607971,2.535406577
ENSG00000264940,SNORD3C,-4.544496911,10.64135764,104.0877563,3.65E-05,0.006747405,10.70574253,11.44879052,11.68764417,6.45970445,7.067266801
ENSG00000125409,TEKT3,-4.515896703,4.440704831,145.6857059,1.18E-05,0.006744288,5.443469017,4.889291631,5.003176627,0.681448894,0.835815006
ENSG00000101746,NOL4,-4.443723167,4.566521156,110.5292261,2.98E-05,0.006744288,5.422048353,4.928110572,5.369796801,0.511733341,1.268456853
ENSG00000151743,AMN1,-4.431326591,3.979127779,123.2775856,2.00E-05,0.006744288,4.939655647,4.482975116,4.533062145,0.097324006,0.683947989
ENSG00000112214,FHL5,-4.414093163,5.634756532,68.89294364,0.000124534,0.007413509,6.537586968,6.071784846,6.329968303,1.096067404,2.513044655
ENSG00000188738,FSIP2,-4.410087098,8.357430794,123.1418233,2.20E-05,0.006744288,9.269037737,8.935528382,8.916281307,4.094966979,5.048003104
ENSG00000137948,BRDT,-4.394509599,7.538161094,222.2316143,3.15E-06,0.006744288,8.525840414,8.057748334,8.052487323,3.840951636,3.861540198
ENSG00000198938,MT-CO3,-4.393877518,10.69294009,16.04087172,0.006334812,0.03495693,11.07498976,11.21093502,11.77085476,4.189474605,7.885535954
ENSG00000154479,CCDC173,-4.371653177,5.063463604,67.95101275,0.00012966,0.007574759,6.065452253,5.426847659,5.692355644,0.681448894,1.972650334
ENSG00000132141,CCT6B,-4.361860206,6.726270329,47.3815685,0.000366892,0.009611805,7.69068571,7.314936811,7.196339539,1.868135557,3.731994695
ENSG00000205108,FAM205A,-4.35572187,5.898117663,120.9620277,2.32E-05,0.006744288,6.961149355,6.254281362,6.452264913,2.00237121,2.513044655
ENSG00000237973,MTCO1P12,-4.309837551,8.977822887,15.10866024,0.007293609,0.038122078,9.612149591,9.60227638,9.779383361,2.34326691,6.270913173
ENSG00000198840,MT-ND3,-4.298729339,6.783651687,89.66418834,5.71E-05,0.006747405,7.788985511,7.035700913,7.493239431,2.639561557,3.600304741
ENSG00000111644,ACRBP,-4.2922686,7.569069693,50.60014999,0.000304296,0.009142459,8.478450578,8.097079523,8.167249005,2.814010155,4.616038603
ENSG00000151005,TKTL2,-4.27556553,6.333839883,23.7816664,0.00238778,0.020507606,7.249601888,6.973140813,6.804740963,0.681448894,3.600304741
ENSG00000205853,RFPL3S,-4.265867132,4.281438571,125.3904227,1.87E-05,0.006744288,5.217002137,4.561891356,5.039196208,0.903601908,0.761878883
ENSG00000173868,PHOSPHO1,-4.236852498,5.051149709,102.9109968,3.78E-05,0.006747405,5.977984849,5.390244758,5.777747653,1.902883447,1.157498132
ENSG00000065371,ROPN1,-4.227602812,5.661046596,96.33336568,4.61E-05,0.006747405,6.632565911,6.245769889,6.106766906,1.639992762,2.55742717
ENSG00000170967,DDI1,-4.224674355,4.494711749,149.7250568,1.08E-05,0.006744288,5.259029125,4.889291631,5.344429881,1.096067404,1.03728911
ENSG00000121380,BCL2L14,-4.208633695,4.575003422,74.81269644,9.77E-05,0.00712546,5.585118821,5.014821548,5.104873013,1.598197947,0.514193064
ENSG00000140307,GTF2A2,-4.186757073,6.063638795,216.1581987,3.44E-06,0.006744288,6.785373012,6.598440526,6.847125805,2.554698796,2.642294847
ENSG00000126467,TSKS,-4.186122952,6.063098379,175.0407557,6.65E-06,0.006744288,6.945148439,6.493067535,6.767051982,2.464530497,2.722446269
ENSG00000154040,CABYR,-4.166754947,7.29544314,187.5035263,5.58E-06,0.006744288,8.253521275,7.650953863,7.970917487,3.876352426,3.779607374
ENSG00000161798,AQP5,-4.16358242,6.281997368,51.73513256,0.000285599,0.009031967,7.24088974,6.884904512,6.719746125,1.796023522,3.431727481
ENSG00000153140,CETN3,-4.160800594,5.790774188,25.38950221,0.002015314,0.018754034,6.664188959,6.294451677,6.437345437,0.418749591,3.156762975
ENSG00000185013,NT5C1B,-4.122645549,4.06353563,160.8533061,8.65E-06,0.006744288,4.623061639,4.697896742,4.889385776,0.681448894,0.835815006
ENSG00000168658,VWA3B,-4.10111658,6.003523771,52.38959318,0.000275501,0.009000594,6.860094603,6.420807297,6.736906728,1.598197947,3.213337076
ENSG00000130783,CCDC62,-4.068675449,7.077822597,47.83631665,0.000357079,0.009550344,8.025991837,7.645787543,7.558122396,2.597754065,4.326551795
ENSG00000127824,TUBA4A,-4.049137384,4.84891912,72.88054159,0.000105562,0.00717617,5.98008038,5.054349625,5.38853351,1.154910806,1.870811473
ENSG00000179168,GGN,-4.031530541,6.126405466,148.1672183,1.12E-05,0.006744288,7.028506413,6.757778437,6.593542096,3.017973653,2.55742717
ENSG00000204661,C5orf60,-4.021328709,4.087121279,109.161523,2.89E-05,0.006744288,4.990435724,4.599787587,4.661865636,0.511733341,1.157498132
ENSG00000163535,SGO2,-4.011109668,6.117123234,43.40727332,0.00046987,0.010477556,7.007086869,6.597102842,6.74904052,1.639992762,3.455375455
ENSG00000138180,CEP55,-3.987061014,4.592811433,38.18322291,0.000671965,0.011583375,5.668045469,5.069862514,4.957895284,0.212607971,2.005059435
ENSG00000251350,LINC02475,-3.953645056,3.411306558,112.1677021,2.63E-05,0.006744288,4.265789054,3.808384554,4.127343898,0.097324006,0.514193064
ENSG00000180777,ANKRD30B,-3.952748067,6.656882577,23.51726273,0.002457508,0.020840513,7.694519332,6.87941272,7.308814507,1.598197947,4.178118328
ENSG00000165972,CCDC38,-3.940451456,4.40930218,104.2912601,3.39E-05,0.006747405,5.473528567,4.808372304,4.862832065,1.265852715,1.214043969
ENSG00000174898,CATSPERD,-3.933539811,3.658809101,75.00946721,9.70E-05,0.00712546,4.82774992,3.98241117,4.003162089,0.418749591,0.683947989
ENSG00000153790,C7orf31,-3.930055397,6.571470992,96.39676005,4.60E-05,0.006747405,7.540456082,6.905584724,7.221812497,2.885250421,3.682756888
ENSG00000115841,RMDN2,-3.916748039,4.167801515,93.00839579,4.97E-05,0.006747405,5.063404109,4.594434406,4.817460045,0.599085301,1.371487764
ENSG00000218823,PAPOLB,-3.916363344,6.343298403,56.92622304,0.000216966,0.008583849,7.411303722,6.745755935,6.794240073,2.34326691,3.631779083
ENSG00000116668,SWT1,-3.908863942,6.092382359,19.35028002,0.004020601,0.027320927,6.991590122,6.681570866,6.592195666,0.681448894,3.722280652
ENSG00000164304,CAGE1,-3.908180065,4.379016734,72.15692751,0.000108708,0.00717617,5.368662958,4.737289824,4.970386357,0.681448894,1.642644943
ENSG00000234199,LINC01191,-3.903224608,5.24247284,164.1153056,8.12E-06,0.006744288,6.057535809,5.77799266,5.893772106,2.154307227,1.972650334
ENSG00000120860,WASHC3,-3.892092172,5.064098679,27.3524905,0.001657618,0.017152168,6.071361208,5.447778202,5.61225659,0.31935751,2.642294847
ENSG00000198723,TEX45,-3.874399473,4.022343056,76.18622763,9.26E-05,0.007077548,5.102402139,4.277863032,4.566357044,0.599085301,1.214043969
ENSG00000133193,FAM104A,-3.873595729,5.731344758,32.12564595,0.001078289,0.014251536,6.67974429,6.289491131,6.191009456,1.154910806,3.26777613
ENSG00000115339,GALNT3,-3.863269523,5.188938436,63.33864175,0.000159207,0.007822147,6.195587143,5.607773261,5.702374462,1.368869132,2.513044655
ENSG00000205359,SLCO6A1,-3.854947541,5.303687248,131.5938957,1.61E-05,0.006744288,6.197389469,5.842635937,5.851630206,2.36834876,1.939496423
ENSG00000020577,SAMD4A,-3.854350412,7.114528248,135.2009131,1.66E-05,0.006744288,8.035594801,7.5229597,7.753265513,3.639345906,4.19928118
ENSG00000229089,ANKRD20A8P,-3.843310593,5.735718562,17.09293555,0.005442654,0.03205203,6.670690741,6.247476205,6.257072381,0.212607971,3.455375455
ENSG00000183246,RIMBP3C,-3.839777675,5.416473268,132.1869657,1.59E-05,0.006744288,6.333096731,5.829025562,6.051012658,2.441079506,2.127871726
ENSG00000064199,SPA17,-3.832964938,5.946651886,72.36665735,0.000107783,0.00717617,6.888262946,6.327093131,6.578661797,2.182864542,3.254357736
ENSG00000170860,LSM3,-3.809065621,4.03153167,125.4207291,1.87E-05,0.006744288,4.540272247,4.770897921,4.765845336,0.759363207,1.214043969
ENSG00000198899,MT-ATP6,-3.806926515,9.320390547,38.40070814,0.000661478,0.011534201,10.04927069,9.689121332,10.1872303,4.973457123,6.835735547
ENSG00000205592,MUC19,-3.806559088,6.063663582,53.36129472,0.000261358,0.008938513,6.925710099,6.440333866,6.788373049,2.065078423,3.50153936
ENSG00000132681,ATP1A4,-3.79354709,4.969379503,113.9731636,2.50E-05,0.006744288,5.825507048,5.447778202,5.609597226,2.154307227,1.600845359
ENSG00000228253,MT-ATP8,-3.793130292,5.698412852,41.80471302,0.000522153,0.010754628,6.695133689,6.107925312,6.226156172,1.555156123,3.213337076
ENSG00000235989,MORC2-AS1,-3.783913124,4.74947457,61.93730881,0.000169917,0.007971453,5.534685771,5.531393878,5.145830067,0.970650804,2.18556761
ENSG00000163958,ZDHHC19,-3.781026912,4.66107023,103.3927979,3.39E-05,0.006747405,5.668045469,5.042604502,5.192780903,1.465017313,1.761234167
ENSG00000185842,DNAH14,-3.774064015,6.627076272,48.07136159,0.000352142,0.009525374,7.587945858,7.045541964,7.194566093,2.576387041,4.112700855
ENSG00000106336,FBXO24,-3.756888395,5.528091822,62.68271671,0.000164106,0.007938631,6.505940174,5.90234194,6.106766906,1.796023522,2.939211442
ENSG00000092020,PPP2R3C,-3.755185269,5.224246219,67.52804123,0.000132052,0.007589884,6.023397712,5.815285563,5.819771112,1.465017313,2.662754018
ENSG00000133739,LRRCC1,-3.754276374,5.979877586,34.66396467,0.000876799,0.012895237,6.892719278,6.443314634,6.563626417,1.639992762,3.589658832
ENSG00000140623,SEPTIN12,-3.751621298,5.191582691,26.5445931,0.001793803,0.017598095,6.357481906,5.4358551,5.601589594,0.759363207,2.852814283
ENSG00000188649,CC2D2B,-3.74391164,4.626386381,49.32627823,0.000327249,0.009274614,5.458577079,5.216454024,5.17849655,0.681448894,2.18556761
ENSG00000117477,CCDC181,-3.740396233,4.276722521,130.138909,1.67E-05,0.006744288,5.170047374,4.817590756,4.798904012,1.265852715,1.320891865
ENSG00000244219,TMEM225B,-3.734106166,4.983571877,50.48809904,0.000306228,0.009171386,5.988432196,5.491632256,5.38853351,1.154910806,2.490330658
ENSG00000177889,UBE2N,-3.734075501,6.19225491,23.45868143,0.002473319,0.020885531,7.040604868,6.689124243,6.820925259,1.368869132,3.922196788
ENSG00000028839,TBPL1,-3.716019911,6.002909478,31.45680115,0.001141353,0.014514936,6.948362851,6.632791947,6.360342073,1.639992762,3.662581404
ENSG00000185798,WDR53,-3.704281433,5.19095068,21.44470095,0.00310925,0.023542671,6.071361208,5.613077267,5.840332551,0.31935751,2.988670511
ENSG00000095794,CREM,-3.704219227,6.662899006,139.2224381,1.38E-05,0.006744288,7.483246567,7.143180088,7.334809768,3.343002089,3.887848758
ENSG00000132623,ANKEF1,-3.696944112,5.281600059,43.54819843,0.000465609,0.010477556,6.257366137,5.715257182,5.798912387,1.318280221,2.870512594
ENSG00000034239,EFCAB1,-3.690879348,3.655230763,68.77949015,0.000125137,0.007413509,4.299742296,4.417791657,4.213933137,0.097324006,1.214043969
ENSG00000104941,RSPH6A,-3.684515784,5.200234815,103.3410736,3.48E-05,0.006747405,6.112059812,5.768516837,5.66699991,1.902883447,2.490330658
ENSG00000071189,SNX13,-3.679772003,6.784221476,21.31725411,0.003156416,0.02381466,7.416728959,7.407893503,7.514719196,1.868135557,4.578842313
ENSG00000100565,LRRC74A,-3.664220315,3.405721974,84.8502437,6.32E-05,0.006747405,4.173578585,3.898020291,4.097286103,0.097324006,0.906146012
ENSG00000118434,SPACA1,-3.659226916,4.333470658,113.1600534,2.56E-05,0.006744288,5.213443993,4.812988893,4.919759753,1.211447914,1.600845359
ENSG00000189375,TBC1D28,-3.641583264,3.8384068,97.43528302,4.04E-05,0.006747405,4.545941821,4.216463256,4.682257683,1.211447914,0.683947989
ENSG00000111727,HCFC2,-3.639356374,5.987366499,22.71835589,0.002685195,0.021595796,6.807962713,6.626249117,6.491793421,1.265852715,3.80743854
ENSG00000111254,AKAP3,-3.631784165,7.351642242,70.49498671,0.000116412,0.00730835,8.313748986,7.763154468,7.902495216,3.748451917,4.834666354
ENSG00000065978,YBX1,-3.62822881,9.047995699,17.28956104,0.00529464,0.031578276,9.967270479,9.514480149,9.60460665,3.936287519,6.911423501
ENSG00000178741,COX5A,-3.619584427,4.805638683,43.58057159,0.000464637,0.010477556,5.554508651,5.277854184,5.541468193,0.903601908,2.490330658
ENSG00000222047,C10orf55,-3.617397288,3.361658237,96.07996143,4.22E-05,0.006747405,4.286256736,3.67273187,4.019282077,0.599085301,0.514193064
ENSG00000133101,CCNA1,-3.615772874,5.899480246,37.21671765,0.000721314,0.011923216,6.909308988,6.459599673,6.220938441,1.902883447,3.578933781
ENSG00000173451,THAP2,-3.614364626,3.45276056,102.4621863,3.47E-05,0.006747405,4.403315681,3.949244811,3.911131035,0.681448894,0.601565867
ENSG00000260325,HSPB9,-3.605771783,3.085233632,93.56491609,4.57E-05,0.006747405,3.505563576,4.030773475,3.61488252,0.418749591,0.214985955
ENSG00000152495,CAMK4,-3.598830439,5.354164868,110.4712215,2.76E-05,0.006744288,6.311624291,5.712788938,5.947410356,2.317741275,2.579116699
ENSG00000118690,ARMC2,-3.596333765,5.088373465,84.60496489,6.67E-05,0.006747405,5.939735296,5.634100416,5.641190558,1.7201165,2.55742717
ENSG00000197279,ZNF165,-3.590002611,4.665880124,96.87256016,4.11E-05,0.006747405,5.633848243,5.046530177,5.22093219,1.598197947,1.972650334
ENSG00000164180,TMEM161B,-3.582451782,4.716203712,26.39467148,0.00182068,0.017768523,5.508792328,5.35268897,5.241690929,0.31935751,2.579116699
ENSG00000075303,SLC25A40,-3.579609544,4.153103808,128.6244465,1.73E-05,0.006744288,4.846248457,4.871697713,4.697364765,1.154910806,1.46764857
ENSG00000183629,GOLGA8G,-3.578805223,5.873094888,21.2209329,0.003192689,0.02384542,6.785373012,6.042599294,6.659310081,1.265852715,3.741643768
ENSG00000164113,ADAD1,-3.568878895,6.863286301,52.12938905,0.000279459,0.009013428,7.785395172,7.341542128,7.393188231,4.498650777,3.112827208
ENSG00000140478,GOLGA6D,-3.565281184,4.21985724,46.79926981,0.000379983,0.009698475,5.006972844,4.599787587,4.978654058,0.511733341,1.939496423
ENSG00000157343,ARMC12,-3.557058283,4.017691055,65.26295901,0.000145902,0.007665895,4.90478129,4.297762347,4.741759429,1.598197947,0.683947989
ENSG00000128944,KNSTRN,-3.548838276,5.466749119,83.76468685,6.99E-05,0.006747405,6.362309868,5.824460086,6.129221861,2.182864542,2.939211442
ENSG00000001561,ENPP4,-3.546177698,4.605731963,38.40700958,0.000661177,0.011534201,5.368662958,5.130297948,5.268912628,0.681448894,2.395720158
ENSG00000269332,GOLGA2P9,-3.535303498,5.073400152,121.0608104,2.08E-05,0.006744288,5.857775045,5.480067566,5.815161832,2.095438692,2.371065266
ENSG00000198156,NPIPB6,-3.535212214,3.509327573,85.52867407,6.03E-05,0.006747405,4.082890653,3.799106899,4.504717119,0.681448894,0.835815006
ENSG00000160838,LRRC71,-3.532293036,5.028079888,52.84027197,0.000268819,0.008938513,6.096690654,5.195392544,5.61225659,1.639992762,2.60048497
ENSG00000119636,BBOF1,-3.531769612,5.861431921,30.76348852,0.001211953,0.014851502,6.681033028,6.444802712,6.407035489,1.680610794,3.692739803
ENSG00000172404,DNAJB7,-3.528965167,3.768299433,88.75746303,5.37E-05,0.006747405,4.644359324,4.069872734,4.481633175,0.759363207,1.214043969
ENSG00000155761,SPAG17,-3.52678435,6.370471788,19.28549476,0.004054096,0.027437716,7.17929781,6.785055792,7.083002066,1.598197947,4.313671481
ENSG00000221843,C2orf16,-3.526598883,7.395278477,139.1180316,1.43E-05,0.006744288,8.363157502,7.752379114,7.968843902,4.61324482,4.449399649
ENSG00000115145,STAM2,-3.516378276,5.746204552,22.64700343,0.002706861,0.021676788,6.524724346,6.394867151,6.268918674,1.211447914,3.672704414
ENSG00000248527,MTATP6P1,-3.502497558,6.729950242,15.79962793,0.006566157,0.035717943,7.709752753,7.039645392,7.322682787,1.7201165,4.727063312
ENSG00000236816,ANKRD20A7P,-3.502451178,4.622303731,26.62502224,0.001779599,0.017575112,5.511692434,5.291150925,4.966234671,0.418749591,2.535406577
ENSG00000079335,CDC14A,-3.488918134,5.18928463,89.95525429,5.38E-05,0.006747405,5.922404455,5.553632279,6.007230749,2.034065489,2.682927106
ENSG00000145975,FAM217A,-3.488514453,4.491015095,85.57219903,6.16E-05,0.006747405,5.248636597,4.667629583,5.407029995,1.796023522,1.642644943
ENSG00000161180,CCDC116,-3.487247666,4.246264496,116.1299862,2.36E-05,0.006744288,5.086929196,4.862819634,4.712315291,1.368869132,1.600845359
ENSG00000163071,SPATA18,-3.468156191,6.348452863,54.96080203,0.000240089,0.008844015,7.352667645,6.706596502,6.859490267,2.86776743,4.012642976
ENSG00000237159,CNTFR-AS1,-3.460921185,3.559931967,50.05549974,0.000313841,0.009233605,4.358914342,3.932371254,4.288985116,0.097324006,1.371487764
ENSG00000177954,RPS27,-3.455540139,6.128424266,12.64593042,0.010947873,0.048257259,6.890492832,6.681570866,6.75747386,0.681448894,4.227023903
ENSG00000188386,PPP3R2,-3.455498696,6.303217289,23.31127018,0.002513702,0.021030853,7.22948472,6.812979734,6.774194072,1.936814066,4.25424319
ENSG00000128590,DNAJB9,-3.452866469,5.180743491,35.48605178,0.000822286,0.012520334,6.073325494,5.707839744,5.674653531,1.318280221,3.036490055
ENSG00000273313,RBAKDN,-3.452073208,4.006400577,59.40546173,0.000191799,0.008360149,4.931015772,4.511657569,4.4699512,0.681448894,1.722777448
ENSG00000178093,TSSK6,-3.451605228,4.923444491,30.84270513,0.001203601,0.014851502,5.654988442,5.654821608,5.391632772,0.903601908,2.834896157
ENSG00000140600,SH3GL3,-3.447526637,5.706366488,90.77857639,5.39E-05,0.006747405,6.698955525,5.884907417,6.371373153,2.969621941,2.905270896
ENSG00000198612,COPS8,-3.445340247,4.98971238,18.96537276,0.004225115,0.02796521,5.678406668,5.613077267,5.622845295,0.31935751,3.036490055
ENSG00000173409,ARV1,-3.444962338,3.943124819,37.79602439,0.000691185,0.011775662,4.841646012,4.459611374,4.428302887,0.212607971,1.835202505
ENSG00000198888,MT-ND1,-3.430130886,10.33476539,13.17736731,0.009983338,0.045768298,11.07982211,10.89928693,10.970401,5.060674517,8.422186136
ENSG00000165443,PHYHIPL,-3.424569521,5.272898782,22.87798073,0.002637547,0.021443938,6.157208673,5.597106388,5.953714966,0.970650804,3.26777613
ENSG00000086570,FAT2,-3.408202613,6.444383281,148.6584404,1.10E-05,0.006744288,7.247863662,6.9206353,7.090650585,3.565356675,3.825698783
ENSG00000152430,BOLL,-3.402942786,6.526523879,119.7091833,2.17E-05,0.006744288,7.483985099,7.106043093,6.865075636,3.813819067,3.760750441
ENSG00000197826,CFAP299,-3.397961057,3.339750769,105.3035744,3.19E-05,0.006744288,4.090669554,4.077567017,3.746591519,0.681448894,0.761878883
ENSG00000139865,TTC6,-3.390111926,4.965154771,95.14889695,4.34E-05,0.006747405,5.716611617,5.55638813,5.552587362,1.902883447,2.55742717
ENSG00000121057,AKAP1,-3.388511442,7.336592629,71.73458971,0.0001106,0.007184749,8.214004496,7.82502702,7.881705139,3.993831676,5.032364701
ENSG00000241399,CD302,-3.387125149,3.098979714,82.77668387,6.62E-05,0.006747405,3.770608008,3.511672617,3.902465987,0.212607971,0.761878883
ENSG00000134007,ADAM20,-3.383168228,4.148865409,111.6476784,2.67E-05,0.006744288,4.882548809,4.775635798,4.712315291,1.680610794,1.268456853
ENSG00000168004,PLAAT5,-3.367327641,6.355914705,24.79990212,0.002142363,0.019314481,7.297440901,6.817581626,6.836930009,2.210867536,4.358258286
ENSG00000153684,GOLGA8F,-3.360769872,4.104199959,53.19265466,0.000263743,0.008938513,5.067351693,4.33032982,4.746608887,0.903601908,1.870811473
ENSG00000006634,DBF4,-3.356929769,6.753079214,95.30565468,4.76E-05,0.006747405,7.675248536,7.395634753,7.058835697,3.748451917,4.307187942
ENSG00000143158,MPC2,-3.346212899,5.979269327,105.619756,3.17E-05,0.006744288,6.900484889,6.42684367,6.496119362,3.080020652,3.490136128
ENSG00000204390,HSPA1L,-3.345107572,6.099558143,23.10142769,0.002572701,0.021245324,6.988470697,6.347920789,6.820925259,1.936814066,4.134837908
ENSG00000214425,LRRC37A4P,-3.332064552,7.416239897,13.70445287,0.009134549,0.043340725,8.390593074,7.941865961,7.77656906,2.441079506,5.58148558
ENSG00000132823,OSER1,-3.33201973,5.835232029,12.41141015,0.011412737,0.049464014,6.592036701,6.328705977,6.501867179,0.599085301,4.044175621
ENSG00000165863,C10orf82,-3.32684052,4.998786514,89.50911978,5.23E-05,0.006747405,5.860052518,5.545332997,5.487449273,2.618809247,2.036756456
ENSG00000127337,YEATS4,-3.317029714,4.625657887,21.22756256,0.003190175,0.02384542,5.511692434,4.945033744,5.285668996,0.418749591,2.741807178
ENSG00000142731,PLK4,-3.316752993,5.505545744,36.22272917,0.000777167,0.012300887,6.232971071,6.204200901,5.993016818,1.796023522,3.467055653
ENSG00000168958,MFF,-3.314800403,6.82338435,13.05602608,0.010193357,0.046314673,7.596166509,7.384822228,7.407803796,1.7201165,5.024481468
ENSG00000141497,ZMYND15,-3.299487689,5.22166695,106.2079181,3.11E-05,0.006744288,6.081156002,5.626252592,5.842599171,2.739068479,2.443800827
ENSG00000063127,SLC6A16,-3.297633808,6.515520742,18.43737558,0.004528573,0.02898524,7.445071131,7.110737834,6.85388319,2.095438692,4.647175211
ENSG00000162571,TTLL10,-3.296361305,4.849037012,39.39321748,0.00061626,0.011343721,5.794883583,5.06212692,5.516132232,2.758172005,1.420369202
ENSG00000186976,EFCAB6,-3.292658463,6.460835532,61.34035734,0.000174768,0.008030171,7.375931433,6.90450365,6.97969528,3.210577259,4.25424319
ENSG00000177879,AP3S1,-3.287229842,4.72513059,20.22405709,0.003602493,0.025650423,5.368662958,5.371589066,5.350813549,0.418749591,2.88799642
ENSG00000169607,CKAP2L,-3.279318015,4.003695646,102.190869,3.50E-05,0.006747405,4.770787103,4.572820807,4.566357044,1.211447914,1.642644943
ENSG00000226121,AHCTF1P1,-3.278351975,5.41470429,21.441098,0.003110571,0.023542671,6.217067856,6.079468965,5.840332551,1.211447914,3.546271781
ENSG00000123106,CCDC91,-3.277757773,6.713572123,119.7286088,2.15E-05,0.006744288,7.614493476,7.132139019,7.271447577,3.910905317,4.247486362
ENSG00000197748,CFAP43,-3.273229808,6.826883993,36.27003283,0.000774383,0.012273558,7.62925632,7.463273376,7.288174698,3.139508823,4.811947493
ENSG00000137807,KIF23,-3.267248956,4.823469528,14.9611748,0.007462495,0.038672246,5.649732362,5.359016553,5.353994821,0.097324006,3.067511282
ENSG00000174442,ZWILCH,-3.266510368,6.097378257,26.58619224,0.001786438,0.017587625,6.788963406,6.631485753,6.78366219,2.125173202,4.178118328
ENSG00000197647,ZNF433,-3.266403438,5.113369332,40.03402336,0.000589209,0.011243269,6.170115268,5.314129351,5.638584045,1.796023522,3.004787116
ENSG00000178162,FAR2P2,-3.265418452,5.315454469,31.13528418,0.0011734,0.014696561,6.34615343,5.891470078,5.498990978,1.7201165,3.30729836
ENSG00000275793,RIMBP3,-3.263452684,6.718381326,47.50313096,0.000364234,0.009611805,7.516833718,7.110737834,7.415437136,4.6288969,3.281070871
