,id_string,label,TPM,biotype,logFPKM,layer,is_conserved,is_core,is_ortho_metric_nodes
ENSG00000198399,9606.ENSP00000347244,ITSN2,5.704839083333333,protein_coding,3.404701772774187,HS,True,False,True
ENSG00000161547,9606.ENSP00000376276,SRSF2,42.75905283333333,protein_coding,6.141133083941099,HS,True,False,False
ENSG00000186001,9606.ENSP00000334375,LRCH3,20.609269166666667,protein_coding,5.190032772838506,HS,True,False,False
ENSG00000175155,9606.ENSP00000312272,YPEL2,1.328861,protein_coding,1.3812806957158759,HS,True,False,True
ENSG00000100124,9606.ENSP00000215941,ANKRD54,16.181554000000002,protein_coding,4.940089585381505,HS,True,True,True
ENSG00000068697,9606.ENSP00000175091,LAPTM4A,139.77493191666667,protein_coding,8.004990342070862,HS,True,False,True
ENSG00000135930,9606.ENSP00000258416,EIF4E2,21.38306841666667,protein_coding,5.102505281287987,HS,True,False,True
ENSG00000185963,9606.ENSP00000349351,BICD2,1.6154081666666669,protein_coding,1.9095066816962813,HS,True,False,True
ENSG00000015285,9606.ENSP00000365891,WAS,1.4293090833333333,protein_coding,1.748679982229743,HS,True,False,True
ENSG00000146247,9606.ENSP00000275034,PHIP,4.4707471666666665,protein_coding,3.102175528785191,HS,True,False,False
ENSG00000104522,9606.ENSP00000398803,TSTA3,8.323172166666666,protein_coding,3.8411710298665795,HS,True,False,False
ENSG00000131400,9606.ENSP00000253719,NAPSA,1.9069765833333328,protein_coding,2.0589937220595997,HS,True,False,False
ENSG00000153250,9606.ENSP00000294904,RBMS1,10.352349416666668,protein_coding,4.02801254202098,HS,True,False,False
ENSG00000177602,9606.ENSP00000325290,HASPIN,6.3153420833333325,protein_coding,3.5511181808930457,HS,True,False,False
ENSG00000145780,9606.ENSP00000274457,FEM1C,5.0294921666666665,protein_coding,3.253904980536451,HS,True,False,True
ENSG00000065183,9606.ENSP00000308179,WDR3,1.4767249166666667,protein_coding,1.7280744064081652,HS,True,False,True
ENSG00000214575,9606.ENSP00000477715,CPEB1,7.513645416666668,protein_coding,3.573978724388703,HS,True,False,True
ENSG00000197102,9606.ENSP00000348965,DYNC1H1,15.682964166666665,protein_coding,4.7480926761044655,HS,True,False,True
ENSG00000162889,9606.ENSP00000356070,MAPKAPK2,7.021562333333333,protein_coding,3.239103445976844,HS,True,False,True
ENSG00000135049,9606.ENSP00000338512,AGTPBP1,6.217762666666666,protein_coding,3.3301061006502533,HS,True,False,True
ENSG00000121879,9606.ENSP00000263967,PIK3CA,1.0164694166666666,protein_coding,1.3245154110635666,HS,True,False,True
ENSG00000103148,9606.ENSP00000483814,NPRL3,10.516679416666666,protein_coding,4.100805967169396,HS,True,False,True
ENSG00000104497,9606.ENSP00000379621,SNX16,5.235657416666668,protein_coding,3.007526215689181,HS,True,False,False
ENSG00000205084,9606.ENSP00000258173,TMEM231,2.7457479166666667,protein_coding,2.271220423082807,HS,True,False,True
ENSG00000213096,9606.ENSP00000349494,ZNF254,1.3303659166666668,protein_coding,1.6332320946247652,HS,True,False,False
