,id_string,label,TPM,biotype,logFPKM,layer,is_conserved,is_core,is_ortho_metric_nodes
FBgn0031030,7227.FBpp0292968,Tao,2.25182,protein_coding,1.3900449694018582,DM,True,False,False
FBgn0265089,7227.FBpp0076424,eIF4E3,444.718933,protein_coding,8.327233143255464,DM,True,False,True
FBgn0004436,7227.FBpp0078490,Ubc6,54.492987,protein_coding,5.330116507006206,DM,True,False,True
FBgn0032101,7227.FBpp0303253,CG9586,41.8871955,protein_coding,4.961437631854427,DM,True,False,True
FBgn0037543,7227.FBpp0302559,CG10903,10.856483500000001,protein_coding,3.1402388527348335,DM,True,True,True
FBgn0027844,7227.FBpp0080116,CAH1,1.966742,protein_coding,1.262806562251297,DM,True,False,True
FBgn0032499,7227.FBpp0080039,Uvrag,6.4138779999999995,protein_coding,2.4891146362054357,DM,True,False,True
FBgn0067864,7227.FBpp0072662,Patj,16.861517000000003,protein_coding,3.7157467330174696,DM,True,False,False
FBgn0032297,7227.FBpp0079707,CG17124,8.872230499999999,protein_coding,2.8836192523877604,DM,True,False,False
FBgn0263199,7227.FBpp0076280,Galk,8.0341845,protein_coding,2.760474966195728,DM,True,True,False
FBgn0086656,7227.FBpp0087704,shrb,42.7054065,protein_coding,4.986840858024664,DM,True,False,True
FBgn0036386,7227.FBpp0075534,CG8833,2.6935960000000003,protein_coding,1.5558240064418585,DM,True,True,True
FBgn0033427,7227.FBpp0087625,Smyd4-1,11.4736625,protein_coding,3.2112262448825426,DM,True,False,True
FBgn0036623,7227.FBpp0300976,CG4729,21.769413,protein_coding,4.059492643819919,DM,True,False,True
FBgn0004432,7227.FBpp0074017,Cyp1,35.7931005,protein_coding,4.742617528483391,DM,True,False,False
FBgn0052199,7227.FBpp0303836,CG32199,1.2650095,protein_coding,0.9370290742090864,DM,True,False,True
FBgn0015790,7227.FBpp0083413,Rab11,35.9512635,protein_coding,4.7474999480345925,DM,True,True,True
FBgn0261592,7227.FBpp0071087,RpS6,82.3287125,protein_coding,5.913510842272727,DM,True,False,True
FBgn0035205,7227.FBpp0072561,Ctr9,23.133902499999998,protein_coding,4.141244307775654,DM,True,False,True
FBgn0036124,7227.FBpp0075937,CG7839,1.390143,protein_coding,1.0014639531267382,DM,True,False,True
FBgn0035254,7227.FBpp0306051,CG7974,24.309244,protein_coding,4.210616215954775,DM,True,False,True
FBgn0011509,7227.FBpp0306023,SrpRbeta,4.8091655000000015,protein_coding,2.1549914245296424,DM,True,False,True
FBgn0040305,7227.FBpp0112234,MTF-1,2.3362950000000002,protein_coding,1.4233476978391295,DM,True,False,True
FBgn0003396,7227.FBpp0089118,shn,10.520484,protein_coding,3.0987703853853388,DM,True,False,False
FBgn0036847,7227.FBpp0074801,CNPYb,1.4987545,protein_coding,1.0561797947097467,DM,True,False,True
FBgn0031054,7227.FBpp0074516,Ssu72,2.4447745000000003,protein_coding,1.4641739547350998,DM,True,False,True
FBgn0085437,7227.FBpp0111587,CG34408,1.0158,protein_coding,0.7917253192496571,DM,True,False,False
FBgn0029687,7227.FBpp0070589,Vap33,6.801027499999999,protein_coding,2.5595948416910392,DM,True,False,True
FBgn0033921,7227.FBpp0086689,tej,1.562093,protein_coding,1.090065151435549,DM,True,True,False
FBgn0032997,7227.FBpp0289202,CG17486,5.4944690000000005,protein_coding,2.30876247407849,DM,True,False,False
FBgn0262937,7227.FBpp0072557,Rabex-5,18.823966,protein_coding,3.8631685930112143,DM,True,False,True
FBgn0040377,7227.FBpp0070434,Vha36-3,12.126345,protein_coding,3.2806376092636964,DM,True,False,True
FBgn0027868,7227.FBpp0079710,Nup107,4.2645965,protein_coding,2.024427132567686,DM,True,False,True
FBgn0031250,7227.FBpp0077753,Ent1,18.469732500000003,protein_coding,3.8373597404059687,DM,True,False,False
FBgn0010053,7227.FBpp0085807,Jheh1,3.0329599999999997,protein_coding,1.6713441037229089,DM,True,False,False
FBgn0028932,7227.FBpp0302874,CG16890,5.701493,protein_coding,2.3508915298457866,DM,True,True,False
FBgn0030753,7227.FBpp0074054,rngo,115.6958315,protein_coding,6.395519817687242,DM,True,True,False
FBgn0086657,7227.FBpp0080920,IKKepsilon,4.361502,protein_coding,2.0495195992585034,DM,True,False,False
FBgn0265262,7227.FBpp0080010,Vha68-1,12.9111525,protein_coding,3.363717697489135,DM,True,False,False
FBgn0261049,7227.FBpp0081548,Vps45,3.3176985,protein_coding,1.761559742325613,DM,True,False,True
FBgn0015621,7227.FBpp0077676,Clp,6.697847,protein_coding,2.5423880722160312,DM,True,True,True
FBgn0032749,7227.FBpp0080693,Phlpp,1.962737,protein_coding,1.2690873213306737,DM,True,False,True
FBgn0033644,7227.FBpp0087180,Tret1-2,35.846759999999996,protein_coding,4.744700202102684,DM,True,False,True
FBgn0036688,7227.FBpp0075035,Fit2,2.3680715,protein_coding,1.4373220331068877,DM,True,False,False
FBgn0004401,7227.FBpp0074963,Pep,21.031795499999998,protein_coding,4.012704444918814,DM,True,False,False
FBgn0027569,7227.FBpp0076440,cert,4.8943125,protein_coding,2.176679572112372,DM,True,False,True
FBgn0263352,7227.FBpp0113084,Unr,1.4687475,protein_coding,1.0395406075466544,DM,True,False,False
FBgn0030114,7227.FBpp0071249,CG17754,35.3534145,protein_coding,4.723370512866765,DM,True,False,True
FBgn0026259,7227.FBpp0301570,eIF5B,172.15749350000002,protein_coding,6.964508811403554,DM,True,False,False
FBgn0261283,7227.FBpp0074642,SREBP,5.5740419999999995,protein_coding,2.3227442850917583,DM,True,False,True
FBgn0031224,7227.FBpp0077775,CG11454,3.13712,protein_coding,1.6926568415068908,DM,True,False,True
FBgn0034592,7227.FBpp0071498,CG9406,194.6115115,protein_coding,7.138954203766508,DM,True,True,True
FBgn0029874,7227.FBpp0070880,CG3342,1.5816370000000002,protein_coding,1.0997819686594346,DM,True,False,False
FBgn0259722,7227.FBpp0289256,CG42376,4.9874375,protein_coding,2.1979946243757116,DM,True,False,False
FBgn0267727,7227.FBpp0079527,Pen,3199.54895,protein_coding,11.168645494773337,DM,True,False,True
FBgn0032345,7227.FBpp0079814,CG14921,85.34235,protein_coding,5.963243598033218,DM,True,True,True
FBgn0261394,7227.FBpp0071451,Prosalpha3,182.848137,protein_coding,7.050871454938186,DM,True,False,True
FBgn0000109,7227.FBpp0088438,Aprt,2.401281,protein_coding,1.4481884115090966,DM,True,False,True
FBgn0004373,7227.FBpp0072416,fwd,40.764799,protein_coding,4.922536951314351,DM,True,True,True
FBgn0033322,7227.FBpp0087803,CG8584,226.7368015,protein_coding,7.358546646214377,DM,True,False,True
FBgn0001942,7227.FBpp0297911,eIF4A,376.802612,protein_coding,8.087187074502317,DM,True,True,True
FBgn0031132,7227.FBpp0076972,CG15450,58.9929525,protein_coding,5.439942007727408,DM,True,False,True
FBgn0036142,7227.FBpp0075892,CG7616,127.02798500000002,protein_coding,6.529245315048167,DM,True,False,True
FBgn0040236,7227.FBpp0071261,c11.1,1.8939685,protein_coding,1.241201657351657,DM,True,False,True
FBgn0263667,7227.FBpp0072043,Lpt,3.4138705000000003,protein_coding,1.789903449153504,DM,True,False,False
FBgn0023169,7227.FBpp0070208,AMPKalpha,28.846186000000007,protein_coding,4.444395045217169,DM,True,False,True
FBgn0036962,7227.FBpp0074618,CG17122,183.299057,protein_coding,7.05411067580868,DM,True,False,False
FBgn0040929,7227.FBpp0071173,CG12659,4.6387925,protein_coding,2.1204408617901556,DM,True,True,False
FBgn0032818,7227.FBpp0080855,CG10628,25.4743795,protein_coding,4.274322387374891,DM,True,False,False
FBgn0023395,7227.FBpp0074766,Chd3,6.7117675000000006,protein_coding,2.542206904392371,DM,True,False,True
FBgn0036211,7227.FBpp0075810,CG5946,7.3481155,protein_coding,2.650858285304283,DM,True,True,True
FBgn0250837,7227.FBpp0079746,dUTPase,15.804426,protein_coding,3.6430034781790335,DM,True,False,True
FBgn0003132,7227.FBpp0073834,Pp1-13C,169.7306065,protein_coding,6.943211528107981,DM,True,False,True
FBgn0283471,7227.FBpp0074298,wupA,16.918816,protein_coding,3.719850683238437,DM,True,False,True
FBgn0030457,7227.FBpp0073558,CG12096,11.1330435,protein_coding,3.1714011649537186,DM,True,False,True
FBgn0031575,7227.FBpp0288694,Cep97,260.337868,protein_coding,7.555926561171732,DM,True,False,True
FBgn0035227,7227.FBpp0072587,Iml1,1.0434805,protein_coding,0.8069979139158009,DM,True,False,True
FBgn0029157,7227.FBpp0084175,ssh,159.670746,protein_coding,6.856159724541951,DM,True,False,False
FBgn0033999,7227.FBpp0086532,CG8093,1.757526,protein_coding,1.1752773976295277,DM,True,False,False
FBgn0051864,7227.FBpp0302821,Qtzl,7.3786245,protein_coding,2.6580414346932537,DM,True,True,True
FBgn0267366,7227.FBpp0084615,mil,948.1336359999999,protein_coding,9.415440311755052,DM,True,False,False
FBgn0035449,7227.FBpp0073002,CG14971,10.6421165,protein_coding,3.114103034253929,DM,True,False,True
FBgn0035945,7227.FBpp0076243,CG5026,5.435385,protein_coding,2.2957283134326643,DM,True,False,True
FBgn0036018,7227.FBpp0076112,CG3335,3.2144305,protein_coding,1.7287253082888427,DM,True,False,True
FBgn0037299,7227.FBpp0078424,Vps37B,17.099737,protein_coding,3.735081178106519,DM,True,False,True
FBgn0010397,7227.FBpp0305369,LamC,5.8192705,protein_coding,2.3768737899337826,DM,True,False,True
FBgn0017430,7227.FBpp0076374,Nelf-E,27.682783,protein_coding,4.386935314940601,DM,True,False,True
FBgn0038923,7227.FBpp0083569,mRpL35,14.338517499999998,protein_coding,3.502080603731949,DM,True,False,True
FBgn0051460,7227.FBpp0081362,CG31460,7.4466579999999984,protein_coding,2.6663464446841436,DM,True,False,True
FBgn0261823,7227.FBpp0305149,Asx,18.6362135,protein_coding,3.8480663345831942,DM,True,False,True
FBgn0010591,7227.FBpp0086158,Sply,5.9325815,protein_coding,2.39937688540106,DM,True,False,True
FBgn0013764,7227.FBpp0072101,Chi,15.532314500000002,protein_coding,3.608044293289307,DM,True,False,True
FBgn0030789,7227.FBpp0074129,Rrp45,1.3256705,protein_coding,0.9678525263723041,DM,True,False,True
FBgn0003462,7227.FBpp0305736,Sod1,93.08909200000001,protein_coding,6.088125331680076,DM,True,False,True
FBgn0026086,7227.FBpp0300329,Adar,1.23365,protein_coding,0.9178953292896018,DM,True,False,True
FBgn0031069,7227.FBpp0074564,Pmp70,1.7318040000000001,protein_coding,1.1695084833535057,DM,True,False,False
FBgn0037816,7227.FBpp0081735,CG6345,1.1718725,protein_coding,0.8832900141341131,DM,True,True,True
FBgn0022069,7227.FBpp0080052,Nnp-1,10.375992,protein_coding,3.08276797912498,DM,True,False,True
FBgn0259794,7227.FBpp0290897,sinah,880.5420529999999,protein_coding,9.309654742456031,DM,True,False,True
FBgn0030699,7227.FBpp0073918,CG8578,2.9844090000000003,protein_coding,1.65561126139304,DM,True,False,True
FBgn0037370,7227.FBpp0078370,CG1236,7.050820999999999,protein_coding,2.6050406646064457,DM,True,False,True
FBgn0039687,7227.FBpp0084827,Naa40,28.093061499999997,protein_coding,4.408839925095765,DM,True,False,False
FBgn0000063,7227.FBpp0303766,Mps1,14.300738500000001,protein_coding,3.4956337700394986,DM,True,False,True
FBgn0039233,7227.FBpp0084082,CG7006,6.706852499999999,protein_coding,2.547000613649314,DM,True,False,True
FBgn0033808,7227.FBpp0086851,CG4627,13.922629999999998,protein_coding,3.461439370503015,DM,True,False,True
FBgn0030850,7227.FBpp0074261,stas,20.680007,protein_coding,3.9889773764959986,DM,True,False,True
FBgn0026252,7227.FBpp0076408,msk,26.808696500000003,protein_coding,4.342851957825429,DM,True,False,True
FBgn0036204,7227.FBpp0075820,Tim13,335.94244399999997,protein_coding,7.923652915365084,DM,True,False,True
FBgn0034735,7227.FBpp0071745,CG4610,5.9220185,protein_coding,2.3936097733247848,DM,True,True,True
FBgn0270927,7227.FBpp0085217,betaGlu,2.5484575,protein_coding,1.5023224537506608,DM,True,False,True
FBgn0259174,7227.FBpp0289746,Nedd4,63.86113350000001,protein_coding,5.552952521787838,DM,True,False,True
FBgn0038342,7227.FBpp0082599,B9d1,62.996929,protein_coding,5.535544975966292,DM,True,False,True
FBgn0035889,7227.FBpp0076387,mkg-p,5.449365,protein_coding,2.3111114362834613,DM,True,False,True
FBgn0039331,7227.FBpp0271773,ND-49L,123.92542250000001,protein_coding,6.493991252277266,DM,True,False,True
FBgn0032919,7227.FBpp0080997,CG9253,2.0720715,protein_coding,1.3167536898625658,DM,True,False,False
FBgn0003475,7227.FBpp0080884,spir,328.8770755,protein_coding,7.892586957432699,DM,True,False,True
FBgn0027329,7227.FBpp0073902,CCT6,12.26768,protein_coding,3.2983043426893692,DM,True,False,True
FBgn0036107,7227.FBpp0075999,galla-2,3.4405395000000003,protein_coding,1.7980660721427362,DM,True,False,True
FBgn0034902,7227.FBpp0072000,CG5532,21.904007,protein_coding,4.070977578487239,DM,True,False,False
FBgn0086378,7227.FBpp0291025,Alg-2,7.043406500000001,protein_coding,2.6003389840802336,DM,True,False,True
FBgn0016930,7227.FBpp0088344,Dyrk2,13.1010425,protein_coding,3.379769756565923,DM,True,False,True
FBgn0031321,7227.FBpp0077636,Tgt,2.0100870000000004,protein_coding,1.2895231753044105,DM,True,False,False
FBgn0010314,7227.FBpp0079399,Cks30A,12.155062999999998,protein_coding,3.285087973058974,DM,True,True,True
FBgn0035722,7227.FBpp0076648,CG10075,11.244448,protein_coding,3.1845227071297715,DM,True,True,True
FBgn0034914,7227.FBpp0072035,CG5554,224.5927045,protein_coding,7.344532144313204,DM,True,False,True
FBgn0010583,7227.FBpp0077679,dock,33.184017,protein_coding,4.6376423257217985,DM,True,False,True
FBgn0013303,7227.FBpp0074671,Nca,32.4437945,protein_coding,4.605506512318643,DM,True,False,False
FBgn0014870,7227.FBpp0086222,Psi,7.845663,protein_coding,2.7325920057510067,DM,True,True,True
FBgn0250814,7227.FBpp0075069,UQCR-C2,136.75148000000002,protein_coding,6.635301693551626,DM,True,False,True
FBgn0003076,7227.FBpp0075247,Pgm,6.807301,protein_coding,2.5611530759958785,DM,True,False,True
FBgn0037019,7227.FBpp0077936,Pex16,1.010556,protein_coding,0.7948134235206976,DM,True,False,False
FBgn0011596,7227.FBpp0083791,fzo,128.27339550000002,protein_coding,6.543837369507395,DM,True,True,True
FBgn0028868,7227.FBpp0080234,CG4701,254.05840299999997,protein_coding,7.522010048076552,DM,True,False,False
FBgn0038258,7227.FBpp0304089,CG7362,159.406723,protein_coding,6.853458196804454,DM,True,False,True
FBgn0039182,7227.FBpp0084016,CG5728,1.39848,protein_coding,1.0038072934715934,DM,True,False,True
FBgn0041210,7227.FBpp0305523,HDAC4,2.0449740000000003,protein_coding,1.3053936193865958,DM,True,False,True
FBgn0263855,7227.FBpp0085368,BubR1,3.2519175,protein_coding,1.74148683343379,DM,True,True,True
FBgn0034636,7227.FBpp0300865,twz,1.3823975000000002,protein_coding,0.9978560055541119,DM,True,False,False
FBgn0085444,7227.FBpp0111603,mute,3.030883,protein_coding,1.6703597350826973,DM,True,True,False
FBgn0014906,7227.FBpp0300634,Hydr2,111.34222050000001,protein_coding,6.342422437846966,DM,True,False,False
FBgn0039788,7227.FBpp0085042,Rpt6R,118.188648,protein_coding,6.426080824523476,DM,True,False,True
FBgn0031757,7227.FBpp0078803,Ucp4C,222.1420135,protein_coding,7.329299122482019,DM,True,False,False
